"ANIO","CVE_MES","CVE_ENT","INDICADOR"
2019,2,6,61
2020,2,6,47
2021,2,6,44
2022,2,6,61
2015,3,6,60
2016,3,6,45
2017,3,6,77
2018,3,6,99
2019,3,6,68
2020,3,6,60
2021,3,6,49
2022,3,6,42
2015,4,6,49
2016,4,6,65
2017,4,6,74
2018,4,6,62
2019,4,6,57
2020,4,6,44
2021,4,6,68
2022,4,6,43
2015,5,6,44
2016,5,6,136
2017,5,6,78
2018,5,6,85
2019,5,6,51
2020,5,6,14
2021,5,6,49
2022,5,6,60
2015,6,6,51
2016,6,6,107
2017,6,6,101
2018,6,6,78
2019,6,6,56
2020,6,6,47
2021,6,6,52
2022,6,6,68
2015,7,6,47
2016,7,6,94
2017,7,6,104
2018,7,6,86
2019,7,6,67
2020,7,6,51
2021,7,6,59
2015,8,6,34
2016,8,6,109
2017,8,6,108
2018,8,6,65
2019,8,6,59
2020,8,6,42
2021,8,6,58
2015,9,6,42
2016,9,6,95
2017,9,6,96
2018,9,6,51
2019,9,6,76
2020,9,6,67
2021,9,6,86
2015,10,6,41
2016,10,6,82
2017,10,6,117
2018,10,6,63
2019,10,6,87
2020,10,6,80
2021,10,6,125
2015,11,6,49
2016,11,6,119
2017,11,6,102
2018,11,6,54
2019,11,6,70
2020,11,6,60
2021,11,6,138
2015,12,6,45
2016,12,6,124
2017,12,6,90
2018,12,6,59
2019,12,6,69
2020,12,6,73
2021,12,6,99
2015,1,7,102
2016,1,7,150
2017,1,7,156
2018,1,7,98
2019,1,7,81
2020,1,7,100
2021,1,7,57
2022,1,7,71
2015,2,7,118
2016,2,7,178
2017,2,7,155
2018,2,7,96
2019,2,7,78
2020,2,7,91
2021,2,7,49
2022,2,7,59
2015,3,7,147
2016,3,7,135
2017,3,7,164
2018,3,7,100
2019,3,7,70
2020,3,7,78
2021,3,7,58
2022,3,7,71
2015,4,7,114
2016,4,7,144
2017,4,7,129
2018,4,7,71
2019,4,7,67
2020,4,7,74
2021,4,7,59
2022,4,7,46
2015,5,7,119
2016,5,7,164
2017,5,7,165
2018,5,7,92
2019,5,7,72
2020,5,7,74
2021,5,7,64
2022,5,7,48
2015,6,7,123
2016,6,7,167
2017,6,7,160
2018,6,7,90
2019,6,7,83
2020,6,7,60
2021,6,7,56
2022,6,7,48
2015,7,7,105
2016,7,7,163
2017,7,7,175
2018,7,7,124
2019,7,7,73
2020,7,7,64
2021,7,7,56
2015,8,7,139
2016,8,7,155
2017,8,7,183
2018,8,7,105
2019,8,7,81
2020,8,7,59
2021,8,7,55
2015,9,7,135
2016,9,7,141
2017,9,7,160
2018,9,7,74
2019,9,7,77
2020,9,7,68
2021,9,7,58
2015,10,7,127
2016,10,7,134
2017,10,7,151
2018,10,7,95
2019,10,7,82
2020,10,7,69
2021,10,7,45
2015,11,7,127
2016,11,7,122
2017,11,7,134
2018,11,7,79
2019,11,7,68
2020,11,7,75
2021,11,7,55
2015,12,7,132
2016,12,7,160
2017,12,7,100
2018,12,7,110
2019,12,7,73
2020,12,7,60
2021,12,7,53
2015,1,8,472
2016,1,8,359
2017,1,8,342
2018,1,8,380
2019,1,8,408
2020,1,8,366
2021,1,8,278
2022,1,8,330
2015,2,8,369
2016,2,8,255
2017,2,8,344
2018,2,8,375
2019,2,8,366
2020,2,8,336
2021,2,8,243
2022,2,8,301
2015,3,8,450
2016,3,8,268
2017,3,8,375
2018,3,8,386
2019,3,8,408
2020,3,8,363
2021,3,8,295
2022,3,8,296
2015,4,8,375
2016,4,8,256
2017,4,8,306
2018,4,8,386
2019,4,8,349
2020,4,8,280
2021,4,8,300
2022,4,8,242
2015,5,8,329
2016,5,8,255
2017,5,8,305
2018,5,8,438
2019,5,8,383
2020,5,8,252
2021,5,8,244
2022,5,8,314
2015,6,8,340
2016,6,8,258
2017,6,8,341
2018,6,8,393
2019,6,8,343
2020,6,8,301
2021,6,8,309
2022,6,8,328
2015,7,8,359
2016,7,8,274
2017,7,8,374
2018,7,8,412
2019,7,8,372
2020,7,8,275
2021,7,8,335
2015,8,8,342
2016,8,8,349
2017,8,8,420
2018,8,8,464
2019,8,8,426
2020,8,8,271
2021,8,8,360
2015,9,8,351
2016,9,8,353
2017,9,8,360
2018,9,8,386
2019,9,8,419
2020,9,8,268
2021,9,8,320
2015,10,8,363
2016,10,8,417
2017,10,8,358
2018,10,8,422
2019,10,8,365
2020,10,8,288
2021,10,8,369
2015,11,8,351
2016,11,8,353
2017,11,8,418
2018,11,8,392
2019,11,8,322
2020,11,8,220
2021,11,8,312
2015,12,8,326
2016,12,8,349
2017,12,8,407
2018,12,8,384
2019,12,8,379
2020,12,8,276
2021,12,8,337
2015,1,9,1005
2016,1,9,790
2017,1,9,820
2018,1,9,867
2019,1,9,1014
2020,1,9,796
2021,1,9,554
2022,1,9,377
2015,2,9,938
2016,2,9,777
2017,2,9,649
2018,2,9,834
2019,2,9,907
2020,2,9,777
2021,2,9,536
2022,2,9,366
2015,3,9,1021
2016,3,9,791
2017,3,9,741
2018,3,9,1025
2019,3,9,918
2020,3,9,827
2021,3,9,487
2022,3,9,371
2015,4,9,864
2016,4,9,745
2017,4,9,677
2018,4,9,822
2019,4,9,937
2020,4,9,579
2021,4,9,504
2022,4,9,336
2015,5,9,865
2016,5,9,738
2017,5,9,776
2018,5,9,1043
2019,5,9,978
2020,5,9,561
2021,5,9,481
2022,5,9,325
2015,6,9,861
2016,6,9,680
2017,6,9,815
2018,6,9,915
2019,6,9,880
2020,6,9,655
2021,6,9,516
2022,6,9,346
2015,7,9,938
2016,7,9,800
2017,7,9,747
2018,7,9,1000
2019,7,9,903
2020,7,9,699
2021,7,9,456
2015,8,9,838
2016,8,9,904
2017,8,9,779
2018,8,9,1035
2019,8,9,840
2020,8,9,639
2021,8,9,431
2015,9,9,831
2016,9,9,882
2017,9,9,747
2018,9,9,898
2019,9,9,813
2020,9,9,614
2021,9,9,442
2015,10,9,873
2016,10,9,896
2017,10,9,742
2018,10,9,1124
2019,10,9,825
2020,10,9,673
2021,10,9,384
2015,11,9,816
2016,11,9,840
2017,11,9,747
2018,11,9,1097
2019,11,9,814
2020,11,9,653
2021,11,9,396
2015,12,9,815
2016,12,9,781
2017,12,9,772
2018,12,9,1122
2019,12,9,749
2020,12,9,612
2021,12,9,387
2015,1,10,131
2016,1,10,78
2017,1,10,131
2018,1,10,94
2019,1,10,43
2020,1,10,87
2021,1,10,35
2022,1,10,79
2015,2,10,156
2016,2,10,74
2017,2,10,113
2018,2,10,70
2019,2,10,34
2020,2,10,76
2021,2,10,52
2022,2,10,51
2015,3,10,123
2016,3,10,89
2017,3,10,106
2018,3,10,85
2019,3,10,59
2020,3,10,72
2021,3,10,54
2022,3,10,47
2015,4,10,109
2016,4,10,69
2017,4,10,106
2018,4,10,79
2019,4,10,54
2020,4,10,60
2021,4,10,76
2022,4,10,49
2015,5,10,99
2016,5,10,58
2017,5,10,102
2018,5,10,86
2019,5,10,56
2020,5,10,73
2021,5,10,66
2022,5,10,24
2015,6,10,127
2016,6,10,99
2017,6,10,94
2018,6,10,88
2019,6,10,33
2020,6,10,59
2021,6,10,72
2022,6,10,52
2015,7,10,161
2016,7,10,76
2017,7,10,83
2018,7,10,76
2019,7,10,67
2020,7,10,50
2021,7,10,68
2015,8,10,124
2016,8,10,99
2017,8,10,81
2018,8,10,83
2019,8,10,65
2020,8,10,77
2021,8,10,66
2015,9,10,103
2016,9,10,102
2017,9,10,77
2018,9,10,80
2019,9,10,52
2020,9,10,72
2021,9,10,64
2015,10,10,106
2016,10,10,115
2017,10,10,105
2018,10,10,84
2019,10,10,105
2020,10,10,76
2021,10,10,65
2015,11,10,101
2016,11,10,89
2017,11,10,102
2018,11,10,68
2019,11,10,101
2020,11,10,54
2021,11,10,60
2015,12,10,103
2016,12,10,94
2017,12,10,98
2018,12,10,65
2019,12,10,85
2020,12,10,31
2021,12,10,65
2015,1,11,477
2016,1,11,462
2017,1,11,428
2018,1,11,389
2019,1,11,367
2020,1,11,373
2021,1,11,335
2022,1,11,316
2015,2,11,422
2016,2,11,447
2017,2,11,442
2018,2,11,394
2019,2,11,389
2020,2,11,370
2021,2,11,311
2022,2,11,336
2015,3,11,442
2016,3,11,516
2017,3,11,433
2018,3,11,297
2019,3,11,381
2020,3,11,357
2021,3,11,318
2022,3,11,321
2015,4,11,363
2016,4,11,476
2017,4,11,435
2018,4,11,294
2019,4,11,367
2020,4,11,381
2021,4,11,269
2022,4,11,306
2015,5,11,381
2016,5,11,452
2017,5,11,428
2018,5,11,335
2019,5,11,376
2020,5,11,360
2021,5,11,244
2022,5,11,357
2015,6,11,421
2016,6,11,428
2017,6,11,430
2018,6,11,309
2019,6,11,366
2020,6,11,349
2021,6,11,302
2022,6,11,323
2015,7,11,505
2016,7,11,426
2017,7,11,426
2018,7,11,352
2019,7,11,394
2020,7,11,366
2021,7,11,334
2015,8,11,485
2016,8,11,422
2017,8,11,420
2018,8,11,342
2019,8,11,383
2020,8,11,339
2021,8,11,293
2015,9,11,479
2016,9,11,420
2017,9,11,369
2018,9,11,322
2019,9,11,396
2020,9,11,332
2021,9,11,318
2015,10,11,475
2016,10,11,444
2017,10,11,374
2018,10,11,334
2019,10,11,373
2020,10,11,371
2021,10,11,310
2015,11,11,504
2016,11,11,417
2017,11,11,381
2018,11,11,393
2019,11,11,376
2020,11,11,302
2021,11,11,302
2015,12,11,503
2016,12,11,416
2017,12,11,378
2018,12,11,389
2019,12,11,370
2020,12,11,385
2021,12,11,300
2015,1,12,387
2016,1,12,280
2017,1,12,366
2018,1,12,312
2019,1,12,270
2020,1,12,177
2021,1,12,105
2022,1,12,132
2015,2,12,362
2016,2,12,239
2017,2,12,324
2018,2,12,295
2019,2,12,211
2020,2,12,171
2021,2,12,87
2022,2,12,115
2015,3,12,323
2016,3,12,320
2017,3,12,411
2018,3,12,324
2019,3,12,245
2020,3,12,134
2021,3,12,113
2022,3,12,141
2015,4,12,288
2016,4,12,271
2017,4,12,314
2018,4,12,287
2019,4,12,219
2020,4,12,127
2021,4,12,112
2022,4,12,129
2015,5,12,324
2016,5,12,274
2017,5,12,364
2018,5,12,326
2019,5,12,227
2020,5,12,120
2021,5,12,161
2022,5,12,135
2015,6,12,308
2016,6,12,317
2017,6,12,315
2018,6,12,319
2019,6,12,201
2020,6,12,117
2021,6,12,115
2022,6,12,111
2015,7,12,294
2016,7,12,377
2017,7,12,346
2018,7,12,334
2019,7,12,258
2020,7,12,124
2021,7,12,119
2015,8,12,303
2016,8,12,370
2017,8,12,341
2018,8,12,313
2019,8,12,262
2020,8,12,128
2021,8,12,157
2015,9,12,260
2016,9,12,336
2017,9,12,318
2018,9,12,296
2019,9,12,201
2020,9,12,147
2021,9,12,118
2015,10,12,333
2016,10,12,355
2017,10,12,369
2018,10,12,333
2019,10,12,198
2020,10,12,162
2021,10,12,127
2015,11,12,297
2016,11,12,418
2017,11,12,368
2018,11,12,263
2019,11,12,230
2020,11,12,155
2021,11,12,121
2015,12,12,326
2016,12,12,374
2017,12,12,326
2018,12,12,221
2019,12,12,192
2020,12,12,128
2021,12,12,133
2015,1,13,219
2016,1,13,209
2017,1,13,376
2018,1,13,468
2019,1,13,572
2020,1,13,295
2021,1,13,186
2022,1,13,170
2015,2,13,193
2016,2,13,295
2017,2,13,352
2018,2,13,418
2019,2,13,441
2020,2,13,269
2021,2,13,174
2022,2,13,194
2015,3,13,236
2016,3,13,355
2017,3,13,386
2018,3,13,309
2019,3,13,340
2020,3,13,277
2021,3,13,175
2022,3,13,176
2015,4,13,197
2016,4,13,259
2017,4,13,342
2018,4,13,364
2019,4,13,292
2020,4,13,176
2021,4,13,183
2022,4,13,192
2015,5,13,214
2016,5,13,270
2017,5,13,438
2018,5,13,403
2019,5,13,308
2020,5,13,161
2021,5,13,171
2022,5,13,215
2015,6,13,288
2016,6,13,343
2017,6,13,371
2018,6,13,416
2019,6,13,242
2020,6,13,151
2021,6,13,199
2022,6,13,212
2015,7,13,227
2016,7,13,289
2017,7,13,416
2018,7,13,402
2019,7,13,219
2020,7,13,163
2021,7,13,164
2015,8,13,248
2016,8,13,223
2017,8,13,439
2018,8,13,404
2019,8,13,179
2020,8,13,155
2021,8,13,186
2015,9,13,340
2016,9,13,364
2017,9,13,468
2018,9,13,422
2019,9,13,217
2020,9,13,144
2021,9,13,147
2015,10,13,278
2016,10,13,368
2017,10,13,459
2018,10,13,477
2019,10,13,224
2020,10,13,194
2021,10,13,216
2015,11,13,275
2016,11,13,335
2017,11,13,434
2018,11,13,515
2019,11,13,247
2020,11,13,188
2021,11,13,210
2015,12,13,261
2016,12,13,300
2017,12,13,327
2018,12,13,283
2019,12,13,173
2020,12,13,192
2021,12,13,156
2015,1,14,582
2016,1,14,648
2017,1,14,1834
2018,1,14,1795
2019,1,14,1626
2020,1,14,1063
2021,1,14,776
2022,1,14,792
2015,2,14,569
2016,2,14,665
2017,2,14,1667
2018,2,14,1627
2019,2,14,1476
2020,2,14,1045
2021,2,14,695
2022,2,14,722
2015,3,14,602
2016,3,14,665
2017,3,14,1855
2018,3,14,1644
2019,3,14,1522
2020,3,14,895
2021,3,14,807
2022,3,14,758
2015,4,14,542
2016,4,14,714
2017,4,14,1583
2018,4,14,1521
2019,4,14,1400
2020,4,14,806
2021,4,14,781
2022,4,14,639
2015,5,14,559
2016,5,14,769
2017,5,14,1765
2018,5,14,1605
2019,5,14,1484
2020,5,14,835
2021,5,14,776
2022,5,14,793
2015,6,14,574
2016,6,14,1495
2017,6,14,1637
2018,6,14,1603
2019,6,14,1386
2020,6,14,792
2021,6,14,916
2022,6,14,817
2015,7,14,620
2016,7,14,1530
2017,7,14,1656
2018,7,14,1685
2019,7,14,1446
2020,7,14,860
2021,7,14,890
2015,8,14,630
2016,8,14,1438
2017,8,14,1746
2018,8,14,1731
2019,8,14,1432
2020,8,14,818
2021,8,14,922
2015,9,14,599
2016,9,14,1328
2017,9,14,1718
2018,9,14,1471
2019,9,14,1149
2020,9,14,738
2021,9,14,921
2015,10,14,657
2016,10,14,1545
2017,10,14,1820
2018,10,14,1773
2019,10,14,1166
2020,10,14,727
2021,10,14,910
2015,11,14,651
2016,11,14,1530
2017,11,14,1847
2018,11,14,1735
2019,11,14,1057
2020,11,14,673
2021,11,14,903
2015,12,14,668
2016,12,14,1616
2017,12,14,1705
2018,12,14,1720
2019,12,14,993
2020,12,14,704
2021,12,14,851
2015,1,15,4211
2016,1,15,3000
2017,1,15,2781
2018,1,15,4216
2019,1,15,3659
2020,1,15,3216
2021,1,15,2289
2022,1,15,2259
2015,2,15,3752
2016,2,15,3558
2017,2,15,2689
2018,2,15,3799
2019,2,15,3130
2020,2,15,2992
2021,2,15,2208
2022,2,15,2018
2015,3,15,3611
2016,3,15,3786
2017,3,15,3039
2018,3,15,4002
2019,3,15,3796
2020,3,15,3088
2021,3,15,2654
2022,3,15,2262
2015,4,15,3339
2016,4,15,3641
2017,4,15,2827
2018,4,15,3953
2019,4,15,3369
2020,4,15,2338
2021,4,15,2390
2022,4,15,2140
2015,5,15,3643
2016,5,15,3465
2017,5,15,3070
2018,5,15,4152
2019,5,15,3863
2020,5,15,2675
2021,5,15,2561
2022,5,15,2270
2015,6,15,3488
2016,6,15,3017
2017,6,15,3372
2018,6,15,3808
2019,6,15,3316
2020,6,15,2401
2021,6,15,2422
2022,6,15,2276
2015,7,15,3344
2016,7,15,2967
2017,7,15,3664
2018,7,15,4013
2019,7,15,3607
2020,7,15,2517
2021,7,15,2521
2015,8,15,3629
2016,8,15,2883
2017,8,15,4077
2018,8,15,4167
2019,8,15,3360
2020,8,15,2551
2021,8,15,2482
2015,9,15,3659
2016,9,15,3093
2017,9,15,3949
2018,9,15,3844
2019,9,15,3297
2020,9,15,2594
2021,9,15,2544
2015,10,15,3591
2016,10,15,2898
2017,10,15,4265
2018,10,15,4218
2019,10,15,3336
2020,10,15,2810
2021,10,15,2635
2015,11,15,3797
2016,11,15,2833
2017,11,15,4104
2018,11,15,3892
2019,11,15,3341
2020,11,15,2544
2021,11,15,2414
2015,12,15,3367
2016,12,15,2791
2017,12,15,3788
2018,12,15,3593
2019,12,15,2968
2020,12,15,2325
2021,12,15,2221
2015,1,16,537
2016,1,16,435
2017,1,16,590
2018,1,16,464
2019,1,16,497
2020,1,16,454
2021,1,16,332
2022,1,16,312
2015,2,16,485
2016,2,16,380
2017,2,16,556
2018,2,16,456
2019,2,16,375
2020,2,16,353
2021,2,16,312
2022,2,16,233
2015,3,16,548
2016,3,16,384
2017,3,16,601
2018,3,16,547
2019,3,16,419
2020,3,16,356
2021,3,16,313
2022,3,16,267
2015,4,16,482
2016,4,16,389
2017,4,16,555
2018,4,16,433
2019,4,16,370
2020,4,16,287
2021,4,16,289
2022,4,16,246
2015,5,16,484
2016,5,16,457
2017,5,16,525
2018,5,16,445
2019,5,16,407
2020,5,16,330
2021,5,16,302
2022,5,16,277
2015,6,16,503
2016,6,16,498
2017,6,16,515
2018,6,16,424
2019,6,16,393
2020,6,16,315
2021,6,16,326
2022,6,16,243
2015,7,16,437
2016,7,16,579
2017,7,16,492
2018,7,16,491
2019,7,16,417
2020,7,16,324
2021,7,16,331
2015,8,16,438
2016,8,16,577
2017,8,16,472
2018,8,16,460
2019,8,16,438
2020,8,16,318
2021,8,16,364
2015,9,16,478
2016,9,16,536
2017,9,16,447
2018,9,16,424
2019,9,16,464
2020,9,16,321
2021,9,16,352
2015,10,16,447
2016,10,16,537
2017,10,16,463
2018,10,16,514
2019,10,16,461
2020,10,16,336
2021,10,16,347
2015,11,16,444
2016,11,16,525
2017,11,16,429
2018,11,16,498
2019,11,16,412
2020,11,16,344
2021,11,16,349
2015,12,16,451
2016,12,16,572
2017,12,16,475
2018,12,16,495
2019,12,16,404
2020,12,16,355
2021,12,16,387
2015,1,17,292
2016,1,17,257
2017,1,17,237
2018,1,17,184
2019,1,17,195
2020,1,17,209
2021,1,17,199
2022,1,17,184
2015,2,17,261
2016,2,17,255
2017,2,17,233
2018,2,17,175
2019,2,17,170
2020,2,17,198
2021,2,17,234
2022,2,17,214
2015,3,17,335
2016,3,17,249
2017,3,17,210
2018,3,17,176
2019,3,17,214
2020,3,17,235
2021,3,17,260
2022,3,17,235
2015,4,17,227
2016,4,17,227
2017,4,17,201
2018,4,17,216
2019,4,17,175
2020,4,17,164
2021,4,17,257
2022,4,17,255
2015,5,17,180
2016,5,17,258
2017,5,17,205
2018,5,17,240
2019,5,17,196
2020,5,17,217
2021,5,17,240
2022,5,17,219
2015,6,17,201
2016,6,17,282
2017,6,17,240
2018,6,17,188
2019,6,17,167
2020,6,17,270
2021,6,17,258
2022,6,17,236
2015,7,17,237
2016,7,17,287
2017,7,17,208
2018,7,17,228
2019,7,17,222
2020,7,17,235
2021,7,17,209
2015,8,17,342
2016,8,17,240
2017,8,17,216
2018,8,17,196
2019,8,17,181
2020,8,17,219
2021,8,17,190
2015,9,17,252
2016,9,17,251
2017,9,17,213
2018,9,17,199
2019,9,17,263
2020,9,17,183
2021,9,17,239
2015,10,17,304
2016,10,17,248
2017,10,17,196
2018,10,17,251
2019,10,17,198
2020,10,17,209
2021,10,17,273
2015,11,17,276
2016,11,17,248
2017,11,17,188
2018,11,17,197
2019,11,17,219
2020,11,17,230
2021,11,17,194
2015,12,17,268
2016,12,17,232
2017,12,17,173
