"ANIO","CVE_MES","CVE_ENT","INDICADOR"
2019,5,3,6
2020,5,3,7
2021,5,3,6
2022,5,3,7
2015,6,3,7
2016,6,3,20
2017,6,3,38
2018,6,3,6
2019,6,3,3
2020,6,3,5
2021,6,3,3
2022,6,3,4
2015,7,3,11
2016,7,3,12
2017,7,3,48
2018,7,3,6
2019,7,3,5
2020,7,3,9
2021,7,3,4
2015,8,3,28
2016,8,3,34
2017,8,3,49
2018,8,3,15
2019,8,3,8
2020,8,3,8
2021,8,3,4
2015,9,3,34
2016,9,3,37
2017,9,3,61
2018,9,3,24
2019,9,3,6
2020,9,3,3
2021,9,3,4
2015,10,3,6
2016,10,3,31
2017,10,3,143
2018,10,3,7
2019,10,3,7
2020,10,3,5
2021,10,3,0
2015,11,3,7
2016,11,3,47
2017,11,3,114
2018,11,3,4
2019,11,3,5
2020,11,3,5
2021,11,3,0
2015,12,3,6
2016,12,3,45
2017,12,3,88
2018,12,3,4
2019,12,3,2
2020,12,3,10
2021,12,3,9
2015,1,4,3
2016,1,4,16
2017,1,4,7
2018,1,4,4
2019,1,4,3
2020,1,4,5
2021,1,4,5
2022,1,4,8
2015,2,4,3
2016,2,4,3
2017,2,4,6
2018,2,4,7
2019,2,4,5
2020,2,4,10
2021,2,4,11
2022,2,4,4
2015,3,4,10
2016,3,4,4
2017,3,4,8
2018,3,4,2
2019,3,4,2
2020,3,4,8
2021,3,4,7
2022,3,4,3
2015,4,4,4
2016,4,4,7
2017,4,4,6
2018,4,4,3
2019,4,4,4
2020,4,4,3
2021,4,4,3
2022,4,4,2
2015,5,4,8
2016,5,4,7
2017,5,4,5
2018,5,4,4
2019,5,4,10
2020,5,4,6
2021,5,4,14
2022,5,4,14
2015,6,4,5
2016,6,4,5
2017,6,4,9
2018,6,4,10
2019,6,4,5
2020,6,4,5
2021,6,4,5
2022,6,4,9
2015,7,4,0
2016,7,4,8
2017,7,4,3
2018,7,4,7
2019,7,4,7
2020,7,4,7
2021,7,4,9
2015,8,4,4
2016,8,4,8
2017,8,4,9
2018,8,4,9
2019,8,4,12
2020,8,4,11
2021,8,4,20
2015,9,4,3
2016,9,4,6
2017,9,4,6
2018,9,4,5
2019,9,4,6
2020,9,4,8
2021,9,4,9
2015,10,4,4
2016,10,4,7
2017,10,4,3
2018,10,4,6
2019,10,4,11
2020,10,4,9
2021,10,4,4
2015,11,4,4
2016,11,4,10
2017,11,4,4
2018,11,4,8
2019,11,4,4
2020,11,4,2
2021,11,4,1
2015,12,4,7
2016,12,4,7
2017,12,4,4
2018,12,4,7
2019,12,4,7
2020,12,4,8
2021,12,4,8
2015,1,5,62
2016,1,5,18
2017,1,5,21
2018,1,5,29
2019,1,5,30
2020,1,5,39
2021,1,5,16
2022,1,5,11
2015,2,5,25
2016,2,5,16
2017,2,5,23
2018,2,5,15
2019,2,5,21
2020,2,5,12
2021,2,5,11
2022,2,5,7
2015,3,5,42
2016,3,5,22
2017,3,5,19
2018,3,5,17
2019,3,5,21
2020,3,5,21
2021,3,5,9
2022,3,5,14
2015,4,5,26
2016,4,5,23
2017,4,5,24
2018,4,5,19
2019,4,5,26
2020,4,5,13
2021,4,5,16
2022,4,5,17
2015,5,5,25
2016,5,5,38
2017,5,5,25
2018,5,5,22
2019,5,5,44
2020,5,5,10
2021,5,5,13
2022,5,5,12
2015,6,5,15
2016,6,5,17
2017,6,5,24
2018,6,5,24
2019,6,5,20
2020,6,5,22
2021,6,5,14
2022,6,5,8
2015,7,5,24
2016,7,5,17
2017,7,5,26
2018,7,5,18
2019,7,5,21
2020,7,5,27
2021,7,5,14
2015,8,5,26
2016,8,5,15
2017,8,5,7
2018,8,5,18
2019,8,5,15
2020,8,5,18
2021,8,5,8
2015,9,5,17
2016,9,5,19
2017,9,5,21
2018,9,5,23
2019,9,5,22
2020,9,5,14
2021,9,5,15
2015,10,5,15
2016,10,5,15
2017,10,5,16
2018,10,5,14
2019,10,5,14
2020,10,5,17
2021,10,5,7
2015,11,5,17
2016,11,5,15
2017,11,5,19
2018,11,5,21
2019,11,5,25
2020,11,5,23
2021,11,5,13
2015,12,5,30
2016,12,5,18
2017,12,5,17
2018,12,5,25
2019,12,5,29
2020,12,5,9
2021,12,5,9
2015,1,6,13
2016,1,6,29
2017,1,6,87
2018,1,6,70
2019,1,6,62
2020,1,6,74
2021,1,6,53
2022,1,6,50
2015,2,6,12
2016,2,6,44
2017,2,6,41
2018,2,6,60
2019,2,6,53
2020,2,6,63
2021,2,6,59
2022,2,6,70
2015,3,6,12
2016,3,6,50
2017,3,6,55
2018,3,6,61
2019,3,6,58
2020,3,6,59
2021,3,6,44
2022,3,6,96
2015,4,6,7
2016,4,6,71
2017,4,6,37
2018,4,6,52
2019,4,6,57
2020,4,6,58
2021,4,6,40
2022,4,6,84
2015,5,6,12
2016,5,6,42
2017,5,6,61
2018,5,6,57
2019,5,6,67
2020,5,6,60
2021,5,6,42
2022,5,6,96
2015,6,6,11
2016,6,6,37
2017,6,6,99
2018,6,6,61
2019,6,6,60
2020,6,6,52
2021,6,6,45
2022,6,6,72
2015,7,6,10
2016,7,6,49
2017,7,6,96
2018,7,6,44
2019,7,6,64
2020,7,6,38
2021,7,6,43
2015,8,6,10
2016,8,6,47
2017,8,6,60
2018,8,6,54
2019,8,6,69
2020,8,6,30
2021,8,6,38
2015,9,6,22
2016,9,6,48
2017,9,6,51
2018,9,6,59
2019,9,6,69
2020,9,6,41
2021,9,6,43
2015,10,6,18
2016,10,6,44
2017,10,6,71
2018,10,6,78
2019,10,6,53
2020,10,6,54
2021,10,6,40
2015,11,6,26
2016,11,6,55
2017,11,6,70
2018,11,6,58
2019,11,6,69
2020,11,6,56
2021,11,6,30
2015,12,6,31
2016,12,6,67
2017,12,6,85
2018,12,6,54
2019,12,6,69
2020,12,6,45
2021,12,6,41
2015,1,7,37
2016,1,7,37
2017,1,7,48
2018,1,7,44
2019,1,7,58
2020,1,7,41
2021,1,7,54
2022,1,7,31
2015,2,7,42
2016,2,7,34
2017,2,7,51
2018,2,7,48
2019,2,7,55
2020,2,7,36
2021,2,7,29
2022,2,7,43
2015,3,7,33
2016,3,7,41
2017,3,7,44
2018,3,7,54
2019,3,7,39
2020,3,7,30
2021,3,7,57
2022,3,7,39
2015,4,7,49
2016,4,7,37
2017,4,7,47
2018,4,7,56
2019,4,7,45
2020,4,7,39
2021,4,7,43
2022,4,7,42
2015,5,7,43
2016,5,7,35
2017,5,7,38
2018,5,7,57
2019,5,7,39
2020,5,7,33
2021,5,7,47
2022,5,7,40
2015,6,7,40
2016,6,7,40
2017,6,7,50
2018,6,7,43
2019,6,7,50
2020,6,7,45
2021,6,7,60
2022,6,7,31
2015,7,7,34
2016,7,7,41
2017,7,7,36
2018,7,7,59
2019,7,7,49
2020,7,7,49
2021,7,7,43
2015,8,7,57
2016,8,7,42
2017,8,7,44
2018,8,7,50
2019,8,7,41
2020,8,7,51
2021,8,7,28
2015,9,7,55
2016,9,7,42
2017,9,7,41
2018,9,7,56
2019,9,7,58
2020,9,7,31
2021,9,7,42
2015,10,7,45
2016,10,7,53
2017,10,7,37
2018,10,7,44
2019,10,7,32
2020,10,7,41
2021,10,7,43
2015,11,7,40
2016,11,7,46
2017,11,7,39
2018,11,7,44
2019,11,7,56
2020,11,7,37
2021,11,7,23
2015,12,7,38
2016,12,7,41
2017,12,7,36
2018,12,7,41
2019,12,7,55
2020,12,7,34
2021,12,7,33
2015,1,8,116
2016,1,8,90
2017,1,8,152
2018,1,8,161
2019,1,8,195
2020,1,8,192
2021,1,8,194
2022,1,8,142
2015,2,8,107
2016,2,8,81
2017,2,8,175
2018,2,8,140
2019,2,8,173
2020,2,8,199
2021,2,8,186
2022,2,8,140
2015,3,8,103
2016,3,8,84
2017,3,8,147
2018,3,8,132
2019,3,8,202
2020,3,8,248
2021,3,8,208
2022,3,8,129
2015,4,8,78
2016,4,8,109
2017,4,8,120
2018,4,8,139
2019,4,8,213
2020,4,8,268
2021,4,8,201
2022,4,8,131
2015,5,8,110
2016,5,8,122
2017,5,8,158
2018,5,8,231
2019,5,8,247
2020,5,8,233
2021,5,8,237
2022,5,8,186
2015,6,8,108
2016,6,8,109
2017,6,8,220
2018,6,8,260
2019,6,8,243
2020,6,8,275
2021,6,8,214
2022,6,8,201
2015,7,8,122
2016,7,8,128
2017,7,8,144
2018,7,8,260
2019,7,8,238
2020,7,8,250
2021,7,8,249
2015,8,8,111
2016,8,8,136
2017,8,8,149
2018,8,8,264
2019,8,8,225
2020,8,8,282
2021,8,8,217
2015,9,8,75
2016,9,8,143
2017,9,8,196
2018,9,8,151
2019,9,8,204
2020,9,8,186
2021,9,8,180
2015,10,8,74
2016,10,8,209
2017,10,8,179
2018,10,8,123
2019,10,8,217
2020,10,8,225
2021,10,8,169
2015,11,8,71
2016,11,8,128
2017,11,8,160
2018,11,8,175
2019,11,8,227
2020,11,8,158
2021,11,8,182
2015,12,8,76
2016,12,8,131
2017,12,8,200
2018,12,8,163
2019,12,8,170
2020,12,8,169
2021,12,8,194
2015,1,9,60
2016,1,9,69
2017,1,9,104
2018,1,9,79
2019,1,9,147
2020,1,9,123
2021,1,9,93
2022,1,9,53
2015,2,9,62
2016,2,9,70
2017,2,9,75
2018,2,9,147
2019,2,9,126
2020,2,9,104
2021,2,9,88
2022,2,9,50
2015,3,9,61
2016,3,9,73
2017,3,9,75
2018,3,9,132
2019,3,9,172
2020,3,9,138
2021,3,9,84
2022,3,9,61
2015,4,9,71
2016,4,9,73
2017,4,9,100
2018,4,9,139
2019,4,9,126
2020,4,9,119
2021,4,9,82
2022,4,9,65
2015,5,9,87
2016,5,9,77
2017,5,9,110
2018,5,9,139
2019,5,9,180
2020,5,9,114
2021,5,9,110
2022,5,9,73
2015,6,9,69
2016,6,9,83
2017,6,9,106
2018,6,9,145
2019,6,9,128
2020,6,9,115
2021,6,9,67
2022,6,9,55
2015,7,9,77
2016,7,9,83
2017,7,9,85
2018,7,9,143
2019,7,9,128
2020,7,9,99
2021,7,9,93
2015,8,9,71
2016,8,9,79
2017,8,9,98
2018,8,9,124
2019,8,9,100
2020,8,9,76
2021,8,9,83
2015,9,9,69
2016,9,9,99
2017,9,9,106
2018,9,9,128
2019,9,9,105
2020,9,9,81
2021,9,9,77
2015,10,9,72
2016,10,9,88
2017,10,9,104
2018,10,9,126
2019,10,9,104
2020,10,9,106
2021,10,9,65
2015,11,9,73
2016,11,9,81
2017,11,9,94
2018,11,9,116
2019,11,9,116
2020,11,9,93
2021,11,9,83
2015,12,9,70
2016,12,9,113
2017,12,9,96
2018,12,9,179
2019,12,9,112
2020,12,9,96
2021,12,9,80
2015,1,10,17
2016,1,10,7
2017,1,10,15
2018,1,10,12
2019,1,10,5
2020,1,10,3
2021,1,10,18
2022,1,10,9
2015,2,10,20
2016,2,10,15
2017,2,10,18
2018,2,10,18
2019,2,10,15
2020,2,10,20
2021,2,10,11
2022,2,10,11
2015,3,10,31
2016,3,10,27
2017,3,10,18
2018,3,10,16
2019,3,10,13
2020,3,10,15
2021,3,10,22
2022,3,10,7
2015,4,10,28
2016,4,10,11
2017,4,10,21
2018,4,10,7
2019,4,10,12
2020,4,10,16
2021,4,10,14
2022,4,10,13
2015,5,10,21
2016,5,10,20
2017,5,10,19
2018,5,10,18
2019,5,10,22
2020,5,10,15
2021,5,10,15
2022,5,10,11
2015,6,10,19
2016,6,10,28
2017,6,10,17
2018,6,10,22
2019,6,10,8
2020,6,10,7
2021,6,10,11
2022,6,10,14
2015,7,10,22
2016,7,10,23
2017,7,10,13
2018,7,10,17
2019,7,10,29
2020,7,10,22
2021,7,10,7
2015,8,10,15
2016,8,10,21
2017,8,10,25
2018,8,10,14
2019,8,10,15
2020,8,10,26
2021,8,10,8
2015,9,10,13
2016,9,10,19
2017,9,10,14
2018,9,10,11
2019,9,10,12
2020,9,10,14
2021,9,10,24
2015,10,10,14
2016,10,10,20
2017,10,10,15
2018,10,10,14
2019,10,10,12
2020,10,10,22
2021,10,10,12
2015,11,10,14
2016,11,10,19
2017,11,10,19
2018,11,10,15
2019,11,10,11
2020,11,10,9
2021,11,10,9
2015,12,10,22
2016,12,10,26
2017,12,10,22
2018,12,10,18
2019,12,10,16
2020,12,10,11
2021,12,10,7
2015,1,11,66
2016,1,11,64
2017,1,11,103
2018,1,11,237
2019,1,11,293
2020,1,11,462
2021,1,11,335
2022,1,11,246
2015,2,11,72
2016,2,11,69
2017,2,11,122
2018,2,11,209
2019,2,11,340
2020,2,11,348
2021,2,11,256
2022,2,11,231
2015,3,11,67
2016,3,11,81
2017,3,11,97
2018,3,11,295
2019,3,11,314
2020,3,11,353
2021,3,11,335
2022,3,11,289
2015,4,11,75
2016,4,11,83
2017,4,11,133
2018,4,11,263
2019,4,11,290
2020,4,11,371
2021,4,11,337
2022,4,11,227
2015,5,11,71
2016,5,11,102
2017,5,11,120
2018,5,11,298
2019,5,11,256
2020,5,11,369
2021,5,11,282
2022,5,11,299
2015,6,11,91
2016,6,11,102
2017,6,11,123
2018,6,11,264
2019,6,11,248
2020,6,11,390
2021,6,11,255
2022,6,11,274
2015,7,11,63
2016,7,11,99
2017,7,11,125
2018,7,11,269
2019,7,11,239
2020,7,11,402
2021,7,11,298
2015,8,11,101
2016,8,11,105
2017,8,11,119
2018,8,11,300
2019,8,11,295
2020,8,11,337
2021,8,11,285
2015,9,11,94
2016,9,11,104
2017,9,11,106
2018,9,11,334
2019,9,11,285
2020,9,11,406
2021,9,11,272
2015,10,11,97
2016,10,11,103
2017,10,11,129
2018,10,11,273
2019,10,11,305
2020,10,11,383
2021,10,11,295
2015,11,11,85
2016,11,11,96
2017,11,11,124
2018,11,11,246
2019,11,11,346
2020,11,11,369
2021,11,11,289
2015,12,11,75
2016,12,11,88
2017,12,11,122
2018,12,11,302
2019,12,11,329
2020,12,11,300
2021,12,11,277
2015,1,12,138
2016,1,12,166
2017,1,12,165
2018,1,12,228
2019,1,12,153
2020,1,12,135
2021,1,12,113
2022,1,12,104
2015,2,12,140
2016,2,12,160
2017,2,12,174
2018,2,12,188
2019,2,12,152
2020,2,12,110
2021,2,12,97
2022,2,12,97
2015,3,12,155
2016,3,12,188
2017,3,12,209
2018,3,12,236
2019,3,12,130
2020,3,12,140
2021,3,12,116
2022,3,12,118
2015,4,12,194
2016,4,12,178
2017,4,12,187
2018,4,12,231
2019,4,12,129
2020,4,12,140
2021,4,12,96
2022,4,12,124
2015,5,12,175
2016,5,12,165
2017,5,12,214
2018,5,12,222
2019,5,12,182
2020,5,12,117
2021,5,12,139
2022,5,12,102
2015,6,12,141
2016,6,12,195
2017,6,12,205
2018,6,12,203
2019,6,12,171
2020,6,12,101
2021,6,12,124
2022,6,12,143
2015,7,12,179
2016,7,12,215
2017,7,12,250
2018,7,12,221
2019,7,12,202
2020,7,12,106
2021,7,12,110
2015,8,12,199
2016,8,12,217
2017,8,12,232
2018,8,12,190
2019,8,12,157
2020,8,12,129
2021,8,12,114
2015,9,12,163
2016,9,12,170
2017,9,12,215
2018,9,12,201
2019,9,12,103
2020,9,12,111
2021,9,12,111
2015,10,12,167
2016,10,12,178
2017,10,12,226
2018,10,12,185
2019,10,12,165
2020,10,12,123
2021,10,12,110
2015,11,12,173
2016,11,12,212
2017,11,12,205
2018,11,12,178
2019,11,12,167
2020,11,12,105
2021,11,12,130
2015,12,12,192
2016,12,12,169
2017,12,12,240
2018,12,12,187
2019,12,12,163
2020,12,12,117
2021,12,12,97
2015,1,13,5
2016,1,13,14
2017,1,13,30
2018,1,13,25
2019,1,13,35
2020,1,13,29
2021,1,13,21
2022,1,13,30
2015,2,13,19
2016,2,13,9
2017,2,13,14
2018,2,13,14
2019,2,13,20
2020,2,13,25
2021,2,13,26
2022,2,13,18
2015,3,13,13
2016,3,13,13
2017,3,13,17
2018,3,13,23
2019,3,13,26
2020,3,13,35
2021,3,13,28
2022,3,13,38
2015,4,13,7
2016,4,13,12
2017,4,13,15
2018,4,13,15
2019,4,13,15
2020,4,13,26
2021,4,13,21
2022,4,13,32
2015,5,13,8
2016,5,13,14
2017,5,13,15
2018,5,13,20
2019,5,13,22
2020,5,13,25
2021,5,13,19
2022,5,13,40
2015,6,13,7
2016,6,13,10
2017,6,13,12
2018,6,13,6
2019,6,13,39
2020,6,13,33
2021,6,13,12
2022,6,13,31
2015,7,13,14
2016,7,13,17
2017,7,13,19
2018,7,13,26
2019,7,13,37
2020,7,13,43
2021,7,13,19
2015,8,13,16
2016,8,13,16
2017,8,13,27
2018,8,13,24
2019,8,13,23
2020,8,13,37
2021,8,13,28
2015,9,13,22
2016,9,13,11
2017,9,13,16
2018,9,13,21
2019,9,13,45
2020,9,13,15
2021,9,13,40
2015,10,13,20
2016,10,13,9
2017,10,13,14
2018,10,13,15
2019,10,13,31
2020,10,13,29
2021,10,13,21
2015,11,13,13
2016,11,13,19
2017,11,13,16
2018,11,13,22
2019,11,13,19
2020,11,13,18
2021,11,13,21
2015,12,13,14
2016,12,13,12
2017,12,13,19
2018,12,13,19
2019,12,13,40
2020,12,13,20
2021,12,13,24
2015,1,14,93
2016,1,14,91
2017,1,14,112
2018,1,14,133
2019,1,14,233
2020,1,14,338
2021,1,14,212
2022,1,14,151
2015,2,14,76
2016,2,14,107
2017,2,14,113
2018,2,14,161
2019,2,14,261
2020,2,14,153
2021,2,14,243
2022,2,14,163
2015,3,14,70
2016,3,14,100
2017,3,14,117
2018,3,14,203
2019,3,14,225
2020,3,14,221
2021,3,14,212
2022,3,14,153
2015,4,14,95
2016,4,14,83
2017,4,14,123
2018,4,14,181
2019,4,14,218
2020,4,14,178
2021,4,14,215
2022,4,14,175
2015,5,14,78
2016,5,14,123
2017,5,14,133
2018,5,14,188
2019,5,14,226
2020,5,14,211
2021,5,14,239
2022,5,14,174
2015,6,14,79
2016,6,14,84
2017,6,14,130
2018,6,14,183
2019,6,14,224
2020,6,14,197
2021,6,14,183
2022,6,14,208
2015,7,14,98
2016,7,14,97
2017,7,14,117
2018,7,14,194
2019,7,14,214
2020,7,14,212
2021,7,14,183
2015,8,14,97
2016,8,14,110
2017,8,14,148
2018,8,14,225
2019,8,14,196
2020,8,14,214
2021,8,14,181
2015,9,14,88
2016,9,14,127
2017,9,14,117
2018,9,14,227
2019,9,14,246
2020,9,14,205
2021,9,14,209
2015,10,14,95
2016,10,14,96
2017,10,14,149
2018,10,14,256
2019,10,14,189
2020,10,14,263
2021,10,14,172
2015,11,14,100
2016,11,14,103
2017,11,14,150
2018,11,14,230
2019,11,14,236
2020,11,14,231
2021,11,14,144
2015,12,14,109
2016,12,14,115
2017,12,14,146
2018,12,14,236
2019,12,14,203
2020,12,14,199
2021,12,14,181
2015,1,15,199
2016,1,15,195
2017,1,15,182
2018,1,15,224
2019,1,15,262
2020,1,15,207
2021,1,15,170
2022,1,15,214
2015,2,15,167
2016,2,15,160
2017,2,15,171
2018,2,15,185
2019,2,15,236
2020,2,15,240
2021,2,15,241
2022,2,15,166
2015,3,15,194
2016,3,15,192
2017,3,15,195
2018,3,15,193
2019,3,15,271
2020,3,15,289
2021,3,15,246
2022,3,15,249
2015,4,15,206
2016,4,15,184
2017,4,15,202
2018,4,15,199
2019,4,15,256
2020,4,15,253
2021,4,15,197
2022,4,15,201
2015,5,15,211
2016,5,15,226
2017,5,15,224
2018,5,15,207
2019,5,15,240
2020,5,15,239
2021,5,15,231
2022,5,15,237
2015,6,15,195
2016,6,15,182
2017,6,15,196
2018,6,15,206
2019,6,15,227
2020,6,15,220
2021,6,15,197
2022,6,15,198
2015,7,15,164
2016,7,15,192
2017,7,15,185
2018,7,15,245
2019,7,15,239
2020,7,15,235
2021,7,15,206
2015,8,15,183
2016,8,15,186
2017,8,15,167
2018,8,15,212
2019,8,15,226
2020,8,15,223
2021,8,15,228
2015,9,15,220
2016,9,15,185
2017,9,15,200
2018,9,15,227
2019,9,15,209
2020,9,15,237
2021,9,15,230
2015,10,15,177
2016,10,15,194
2017,10,15,229
2018,10,15,257
2019,10,15,196
2020,10,15,240
2021,10,15,246
2015,11,15,188
2016,11,15,167
2017,11,15,201
2018,11,15,239
2019,11,15,245
2020,11,15,209
2021,11,15,227
2015,12,15,198
2016,12,15,194
2017,12,15,208
2018,12,15,256
2019,12,15,252
2020,12,15,203
2021,12,15,229
2015,1,16,76
2016,1,16,76
2017,1,16,127
2018,1,16,117
2019,1,16,141
2020,1,16,199
2021,1,16,204
2022,1,16,234
2015,2,16,51
2016,2,16,97
2017,2,16,133
2018,2,16,128
2019,2,16,149
2020,2,16,268
2021,2,16,201
2022,2,16,250
2015,3,16,52
2016,3,16,94
2017,3,16,115
2018,3,16,127
2019,3,16,118
2020,3,16,212
2021,3,16,216
2022,3,16,272
2015,4,16,63
2016,4,16,101
2017,4,16,112
2018,4,16,121
2019,4,16,120
2020,4,16,207
2021,4,16,239
2022,4,16,244
2015,5,16,112
2016,5,16,103
2017,5,16,95
2018,5,16,130
2019,5,16,143
2020,5,16,203
2021,5,16,221
2022,5,16,204
2015,6,16,85
2016,6,16,104
2017,6,16,90
2018,6,16,105
2019,6,16,179
2020,6,16,157
2021,6,16,195
2022,6,16,217
2015,7,16,87
2016,7,16,184
2017,7,16,101
2018,7,16,149
2019,7,16,164
2020,7,16,178
2021,7,16,245
2015,8,16,86
2016,8,16,147
2017,8,16,109
2018,8,16,138
2019,8,16,205
2020,8,16,185
2021,8,16,227
2015,9,16,69
2016,9,16,162
2017,9,16,124
2018,9,16,166
2019,9,16,221
2020,9,16,167
2021,9,16,228
2015,10,16,78
2016,10,16,126
2017,10,16,153
2018,10,16,175
2019,10,16,218
2020,10,16,235
2021,10,16,258
2015,11,16,85
2016,11,16,118
2017,11,16,151
2018,11,16,132
2019,11,16,193
2020,11,16,218
2021,11,16,241
2015,12,16,108
2016,12,16,138
2017,12,16,171
2018,12,16,135
2019,12,16,229
2020,12,16,204
2021,12,16,257
2015,1,17,29
2016,1,17,48
2017,1,17,62
2018,1,17,66
2019,1,17,86
2020,1,17,57
2021,1,17,76
2022,1,17,81
2015,2,17,37
2016,2,17,42
2017,2,17,60
2018,2,17,69
2019,2,17,94
2020,2,17,84
2021,2,17,62
2022,2,17,70
2015,3,17,59
2016,3,17,51
2017,3,17,59
2018,3,17,60
2019,3,17,90
2020,3,17,86
2021,3,17,91
2022,3,17,102
2015,4,17,33
2016,4,17,39
2017,4,17,60
2018,4,17,53
2019,4,17,87
2020,4,17,93
2021,4,17,108
2022,4,17,117
2015,5,17,32
2016,5,17,59
2017,5,17,50
2018,5,17,61
2019,5,17,77
2020,5,17,78
2021,5,17,122
2022,5,17,114
2015,6,17,43
2016,6,17,62
2017,6,17,45
2018,6,17,45
2019,6,17,84
2020,6,17,74
2021,6,17,99
2022,6,17,71
2015,7,17,41
2016,7,17,54
2017,7,17,47
2018,7,17,84
2019,7,17,69
2020,7,17,72
2021,7,17,103
2015,8,17,44
2016,8,17,59
2017,8,17,52
2018,8,17,48
2019,8,17,97
2020,8,17,74
2021,8,17,79
2015,9,17,51
2016,9,17,57
2017,9,17,60
2018,9,17,76
2019,9,17,95
2020,9,17,72
2021,9,17,96
2015,10,17,33
2016,10,17,55
2017,10,17,35
2018,10,17,70
2019,10,17,82
2020,10,17,91
2021,10,17,120
2015,11,17,42
2016,11,17,61
2017,11,17,45
2018,11,17,72
2019,11,17,87
2020,11,17,65
2021,11,17,109
2015,12,17,51
2016,12,17,69
2017,12,17,47
2018,12,17,79
2019,12,17,71
2020,12,17,77
2021,12,17,100
2015,1,18,5
2016,1,18,4
2017,1,18,4
2018,1,18,51
2019,1,18,16
2020,1,18,18
2021,1,18,24
2022,1,18,10
2015,2,18,5
2016,2,18,4
2017,2,18,24
2018,2,18,28
2019,2,18,11
2020,2,18,14
2021,2,18,18
2022,2,18,20
2015,3,18,7
2016,3,18,3
2017,3,18,9
