"ANIO","CVE_MES","CVE_ENT","INDICADOR"
2015,8,4,1
2016,8,4,1
2017,8,4,0
2018,8,4,1
2019,8,4,1
2020,8,4,1
2021,8,4,0
2015,9,4,4
2016,9,4,1
2017,9,4,1
2018,9,4,0
2019,9,4,2
2020,9,4,1
2021,9,4,2
2015,10,4,7
2016,10,4,1
2017,10,4,1
2018,10,4,0
2019,10,4,3
2020,10,4,2
2021,10,4,2
2015,11,4,3
2016,11,4,1
2017,11,4,2
2018,11,4,3
2019,11,4,2
2020,11,4,1
2021,11,4,9
2015,12,4,6
2016,12,4,4
2017,12,4,4
2018,12,4,3
2019,12,4,0
2020,12,4,1
2021,12,4,12
2015,1,5,4
2016,1,5,0
2017,1,5,1
2018,1,5,2
2019,1,5,0
2020,1,5,4
2021,1,5,2
2022,1,5,3
2015,2,5,1
2016,2,5,1
2017,2,5,3
2018,2,5,2
2019,2,5,3
2020,2,5,8
2021,2,5,1
2022,2,5,4
2015,3,5,0
2016,3,5,4
2017,3,5,4
2018,3,5,3
2019,3,5,0
2020,3,5,1
2021,3,5,3
2022,3,5,3
2015,4,5,6
2016,4,5,4
2017,4,5,0
2018,4,5,0
2019,4,5,1
2020,4,5,3
2021,4,5,3
2022,4,5,4
2015,5,5,2
2016,5,5,4
2017,5,5,1
2018,5,5,0
2019,5,5,8
2020,5,5,4
2021,5,5,2
2022,5,5,0
2015,6,5,2
2016,6,5,3
2017,6,5,3
2018,6,5,5
2019,6,5,3
2020,6,5,0
2021,6,5,4
2022,6,5,6
2015,7,5,6
2016,7,5,1
2017,7,5,2
2018,7,5,1
2019,7,5,5
2020,7,5,3
2021,7,5,2
2015,8,5,8
2016,8,5,1
2017,8,5,1
2018,8,5,3
2019,8,5,5
2020,8,5,3
2021,8,5,2
2015,9,5,5
2016,9,5,3
2017,9,5,1
2018,9,5,3
2019,9,5,3
2020,9,5,5
2021,9,5,6
2015,10,5,1
2016,10,5,1
2017,10,5,3
2018,10,5,6
2019,10,5,4
2020,10,5,3
2021,10,5,6
2015,11,5,0
2016,11,5,0
2017,11,5,2
2018,11,5,3
2019,11,5,4
2020,11,5,1
2021,11,5,4
2015,12,5,1
2016,12,5,2
2017,12,5,0
2018,12,5,4
2019,12,5,1
2020,12,5,2
2021,12,5,1
2015,1,6,0
2016,1,6,3
2017,1,6,4
2018,1,6,1
2019,1,6,3
2020,1,6,10
2021,1,6,2
2022,1,6,12
2015,2,6,1
2016,2,6,4
2017,2,6,3
2018,2,6,6
2019,2,6,8
2020,2,6,8
2021,2,6,5
2022,2,6,12
2015,3,6,1
2016,3,6,11
2017,3,6,6
2018,3,6,2
2019,3,6,3
2020,3,6,4
2021,3,6,12
2022,3,6,13
2015,4,6,1
2016,4,6,5
2017,4,6,0
2018,4,6,3
2019,4,6,3
2020,4,6,16
2021,4,6,9
2022,4,6,7
2015,5,6,1
2016,5,6,8
2017,5,6,0
2018,5,6,4
2019,5,6,6
2020,5,6,10
2021,5,6,8
2022,5,6,11
2015,6,6,0
2016,6,6,4
2017,6,6,1
2018,6,6,3
2019,6,6,7
2020,6,6,12
2021,6,6,10
2022,6,6,15
2015,7,6,2
2016,7,6,12
2017,7,6,1
2018,7,6,3
2019,7,6,4
2020,7,6,13
2021,7,6,3
2015,8,6,1
2016,8,6,8
2017,8,6,0
2018,8,6,12
2019,8,6,20
2020,8,6,5
2021,8,6,8
2015,9,6,1
2016,9,6,2
2017,9,6,1
2018,9,6,8
2019,9,6,4
2020,9,6,5
2021,9,6,6
2015,10,6,3
2016,10,6,3
2017,10,6,0
2018,10,6,2
2019,10,6,8
2020,10,6,3
2021,10,6,6
2015,11,6,3
2016,11,6,2
2017,11,6,0
2018,11,6,3
2019,11,6,5
2020,11,6,8
2021,11,6,7
2015,12,6,0
2016,12,6,5
2017,12,6,0
2018,12,6,8
2019,12,6,3
2020,12,6,4
2021,12,6,17
2015,1,7,10
2016,1,7,17
2017,1,7,12
2018,1,7,6
2019,1,7,18
2020,1,7,3
2021,1,7,3
2022,1,7,3
2015,2,7,13
2016,2,7,12
2017,2,7,10
2018,2,7,15
2019,2,7,21
2020,2,7,10
2021,2,7,2
2022,2,7,3
2015,3,7,12
2016,3,7,9
2017,3,7,14
2018,3,7,19
2019,3,7,11
2020,3,7,12
2021,3,7,5
2022,3,7,3
2015,4,7,23
2016,4,7,17
2017,4,7,17
2018,4,7,17
2019,4,7,12
2020,4,7,6
2021,4,7,6
2022,4,7,1
2015,5,7,21
2016,5,7,11
2017,5,7,12
2018,5,7,15
2019,5,7,9
2020,5,7,3
2021,5,7,4
2022,5,7,3
2015,6,7,22
2016,6,7,17
2017,6,7,20
2018,6,7,14
2019,6,7,15
2020,6,7,3
2021,6,7,2
2022,6,7,1
2015,7,7,20
2016,7,7,18
2017,7,7,9
2018,7,7,10
2019,7,7,13
2020,7,7,10
2021,7,7,4
2015,8,7,12
2016,8,7,18
2017,8,7,15
2018,8,7,16
2019,8,7,9
2020,8,7,2
2021,8,7,5
2015,9,7,18
2016,9,7,11
2017,9,7,13
2018,9,7,22
2019,9,7,12
2020,9,7,7
2021,9,7,9
2015,10,7,25
2016,10,7,10
2017,10,7,14
2018,10,7,23
2019,10,7,6
2020,10,7,7
2021,10,7,5
2015,11,7,25
2016,11,7,14
2017,11,7,9
2018,11,7,15
2019,11,7,9
2020,11,7,5
2021,11,7,3
2015,12,7,16
2016,12,7,10
2017,12,7,14
2018,12,7,12
2019,12,7,3
2020,12,7,4
2021,12,7,1
2015,1,8,0
2016,1,8,1
2017,1,8,1
2018,1,8,0
2019,1,8,2
2020,1,8,0
2021,1,8,0
2022,1,8,1
2015,2,8,0
2016,2,8,1
2017,2,8,1
2018,2,8,0
2019,2,8,2
2020,2,8,2
2021,2,8,1
2022,2,8,1
2015,3,8,1
2016,3,8,2
2017,3,8,2
2018,3,8,2
2019,3,8,1
2020,3,8,1
2021,3,8,0
2022,3,8,0
2015,4,8,1
2016,4,8,1
2017,4,8,0
2018,4,8,2
2019,4,8,1
2020,4,8,1
2021,4,8,2
2022,4,8,1
2015,5,8,2
2016,5,8,4
2017,5,8,6
2018,5,8,1
2019,5,8,3
2020,5,8,3
2021,5,8,1
2022,5,8,0
2015,6,8,1
2016,6,8,2
2017,6,8,1
2018,6,8,1
2019,6,8,1
2020,6,8,2
2021,6,8,0
2022,6,8,0
2015,7,8,0
2016,7,8,1
2017,7,8,2
2018,7,8,0
2019,7,8,2
2020,7,8,1
2021,7,8,0
2015,8,8,3
2016,8,8,1
2017,8,8,0
2018,8,8,1
2019,8,8,2
2020,8,8,2
2021,8,8,11
2015,9,8,3
2016,9,8,3
2017,9,8,1
2018,9,8,1
2019,9,8,1
2020,9,8,1
2021,9,8,1
2015,10,8,0
2016,10,8,2
2017,10,8,1
2018,10,8,0
2019,10,8,0
2020,10,8,1
2021,10,8,0
2015,11,8,0
2016,11,8,1
2017,11,8,1
2018,11,8,0
2019,11,8,1
2020,11,8,1
2021,11,8,1
2015,12,8,0
2016,12,8,4
2017,12,8,0
2018,12,8,0
2019,12,8,2
2020,12,8,1
2021,12,8,3
2015,1,9,49
2016,1,9,47
2017,1,9,48
2018,1,9,38
2019,1,9,96
2020,1,9,56
2021,1,9,39
2022,1,9,22
2015,2,9,52
2016,2,9,49
2017,2,9,29
2018,2,9,45
2019,2,9,132
2020,2,9,80
2021,2,9,22
2022,2,9,24
2015,3,9,54
2016,3,9,52
2017,3,9,44
2018,3,9,46
2019,3,9,49
2020,3,9,20
2021,3,9,66
2022,3,9,35
2015,4,9,59
2016,4,9,58
2017,4,9,34
2018,4,9,42
2019,4,9,48
2020,4,9,17
2021,4,9,28
2022,4,9,32
2015,5,9,46
2016,5,9,45
2017,5,9,44
2018,5,9,46
2019,5,9,69
2020,5,9,9
2021,5,9,33
2022,5,9,42
2015,6,9,53
2016,6,9,51
2017,6,9,46
2018,6,9,63
2019,6,9,65
2020,6,9,31
2021,6,9,43
2022,6,9,30
2015,7,9,57
2016,7,9,56
2017,7,9,47
2018,7,9,42
2019,7,9,74
2020,7,9,31
2021,7,9,39
2015,8,9,48
2016,8,9,49
2017,8,9,43
2018,8,9,49
2019,8,9,67
2020,8,9,20
2021,8,9,111
2015,9,9,48
2016,9,9,49
2017,9,9,39
2018,9,9,45
2019,9,9,71
2020,9,9,23
2021,9,9,37
2015,10,9,68
2016,10,9,51
2017,10,9,47
2018,10,9,37
2019,10,9,104
2020,10,9,9
2021,10,9,37
2015,11,9,53
2016,11,9,49
2017,11,9,33
2018,11,9,33
2019,11,9,38
2020,11,9,19
2021,11,9,38
2015,12,9,52
2016,12,9,52
2017,12,9,36
2018,12,9,50
2019,12,9,43
2020,12,9,29
2021,12,9,39
2015,1,10,4
2016,1,10,8
2017,1,10,4
2018,1,10,8
2019,1,10,7
2020,1,10,9
2021,1,10,3
2022,1,10,11
2015,2,10,5
2016,2,10,5
2017,2,10,7
2018,2,10,5
2019,2,10,11
2020,2,10,13
2021,2,10,8
2022,2,10,8
2015,3,10,4
2016,3,10,4
2017,3,10,6
2018,3,10,5
2019,3,10,9
2020,3,10,12
2021,3,10,12
2022,3,10,7
2015,4,10,8
2016,4,10,0
2017,4,10,3
2018,4,10,7
2019,4,10,9
2020,4,10,4
2021,4,10,8
2022,4,10,4
2015,5,10,4
2016,5,10,1
2017,5,10,7
2018,5,10,6
2019,5,10,5
2020,5,10,4
2021,5,10,6
2022,5,10,2
2015,6,10,5
2016,6,10,1
2017,6,10,7
2018,6,10,6
2019,6,10,10
2020,6,10,7
2021,6,10,6
2022,6,10,8
2015,7,10,3
2016,7,10,2
2017,7,10,3
2018,7,10,3
2019,7,10,9
2020,7,10,10
2021,7,10,9
2015,8,10,9
2016,8,10,4
2017,8,10,9
2018,8,10,6
2019,8,10,16
2020,8,10,11
2021,8,10,8
2015,9,10,5
2016,9,10,2
2017,9,10,5
2018,9,10,7
2019,9,10,10
2020,9,10,9
2021,9,10,12
2015,10,10,3
2016,10,10,10
2017,10,10,5
2018,10,10,12
2019,10,10,10
2020,10,10,10
2021,10,10,16
2015,11,10,7
2016,11,10,4
2017,11,10,6
2018,11,10,3
2019,11,10,10
2020,11,10,5
2021,11,10,3
2015,12,10,5
2016,12,10,8
2017,12,10,10
2018,12,10,6
2019,12,10,8
2020,12,10,7
2021,12,10,5
2015,1,11,1
2016,1,11,0
2017,1,11,0
2018,1,11,0
2019,1,11,0
2020,1,11,0
2021,1,11,6
2022,1,11,38
2015,2,11,0
2016,2,11,0
2017,2,11,1
2018,2,11,2
2019,2,11,0
2020,2,11,1
2021,2,11,6
2022,2,11,25
2015,3,11,1
2016,3,11,1
2017,3,11,1
2018,3,11,2
2019,3,11,0
2020,3,11,4
2021,3,11,11
2022,3,11,55
2015,4,11,1
2016,4,11,0
2017,4,11,0
2018,4,11,0
2019,4,11,2
2020,4,11,0
2021,4,11,13
2022,4,11,49
2015,5,11,1
2016,5,11,0
2017,5,11,0
2018,5,11,0
2019,5,11,2
2020,5,11,2
2021,5,11,19
2022,5,11,39
2015,6,11,0
2016,6,11,0
2017,6,11,0
2018,6,11,1
2019,6,11,0
2020,6,11,0
2021,6,11,24
2022,6,11,42
2015,7,11,1
2016,7,11,1
2017,7,11,0
2018,7,11,2
2019,7,11,0
2020,7,11,3
2021,7,11,23
2015,8,11,0
2016,8,11,0
2017,8,11,1
2018,8,11,0
2019,8,11,1
2020,8,11,1
2021,8,11,29
2015,9,11,0
2016,9,11,1
2017,9,11,0
2018,9,11,2
2019,9,11,5
2020,9,11,1
2021,9,11,36
2015,10,11,1
2016,10,11,0
2017,10,11,1
2018,10,11,2
2019,10,11,2
2020,10,11,0
2021,10,11,42
2015,11,11,0
2016,11,11,1
2017,11,11,0
2018,11,11,0
2019,11,11,5
2020,11,11,2
2021,11,11,43
2015,12,11,2
2016,12,11,0
2017,12,11,0
2018,12,11,2
2019,12,11,1
2020,12,11,3
2021,12,11,39
2015,1,12,11
2016,1,12,15
2017,1,12,12
2018,1,12,13
2019,1,12,21
2020,1,12,20
2021,1,12,16
2022,1,12,18
2015,2,12,16
2016,2,12,9
2017,2,12,19
2018,2,12,19
2019,2,12,16
2020,2,12,27
2021,2,12,25
2022,2,12,14
2015,3,12,16
2016,3,12,13
2017,3,12,12
2018,3,12,13
2019,3,12,25
2020,3,12,17
2021,3,12,24
2022,3,12,24
2015,4,12,13
2016,4,12,13
2017,4,12,11
2018,4,12,15
2019,4,12,18
2020,4,12,18
2021,4,12,17
2022,4,12,20
2015,5,12,17
2016,5,12,19
2017,5,12,15
2018,5,12,15
2019,5,12,29
2020,5,12,23
2021,5,12,13
2022,5,12,16
2015,6,12,12
2016,6,12,35
2017,6,12,12
2018,6,12,18
2019,6,12,19
2020,6,12,21
2021,6,12,18
2022,6,12,25
2015,7,12,8
2016,7,12,22
2017,7,12,14
2018,7,12,13
2019,7,12,24
2020,7,12,27
2021,7,12,16
2015,8,12,7
2016,8,12,16
2017,8,12,24
2018,8,12,23
2019,8,12,21
2020,8,12,16
2021,8,12,13
2015,9,12,8
2016,9,12,18
2017,9,12,13
2018,9,12,15
2019,9,12,24
2020,9,12,28
2021,9,12,26
2015,10,12,12
2016,10,12,18
2017,10,12,12
2018,10,12,20
2019,10,12,25
2020,10,12,12
2021,10,12,19
2015,11,12,11
2016,11,12,9
2017,11,12,19
2018,11,12,25
2019,11,12,16
2020,11,12,12
2021,11,12,9
2015,12,12,13
2016,12,12,12
2017,12,12,12
2018,12,12,13
2019,12,12,21
2020,12,12,20
2021,12,12,16
2015,1,13,4
2016,1,13,7
2017,1,13,11
2018,1,13,11
2019,1,13,18
2020,1,13,11
2021,1,13,3
2022,1,13,14
2015,2,13,6
2016,2,13,8
2017,2,13,8
2018,2,13,13
2019,2,13,16
2020,2,13,12
2021,2,13,5
2022,2,13,21
2015,3,13,2
2016,3,13,8
2017,3,13,2
2018,3,13,12
2019,3,13,8
2020,3,13,20
2021,3,13,9
2022,3,13,21
2015,4,13,3
2016,4,13,12
2017,4,13,7
2018,4,13,14
2019,4,13,14
2020,4,13,12
2021,4,13,8
2022,4,13,28
2015,5,13,2
2016,5,13,6
2017,5,13,13
2018,5,13,12
2019,5,13,24
2020,5,13,6
2021,5,13,17
2022,5,13,25
2015,6,13,2
2016,6,13,5
2017,6,13,6
2018,6,13,12
2019,6,13,14
2020,6,13,21
2021,6,13,2
2022,6,13,21
2015,7,13,4
2016,7,13,1
2017,7,13,9
2018,7,13,8
2019,7,13,16
2020,7,13,7
2021,7,13,7
2015,8,13,3
2016,8,13,5
2017,8,13,18
2018,8,13,17
2019,8,13,21
2020,8,13,14
2021,8,13,10
2015,9,13,1
2016,9,13,5
2017,9,13,22
2018,9,13,11
2019,9,13,19
2020,9,13,10
2021,9,13,4
2015,10,13,3
2016,10,13,11
2017,10,13,10
2018,10,13,12
2019,10,13,25
2020,10,13,9
2021,10,13,10
2015,11,13,6
2016,11,13,4
2017,11,13,12
2018,11,13,17
2019,11,13,23
2020,11,13,10
2021,11,13,19
2015,12,13,6
2016,12,13,8
2017,12,13,15
2018,12,13,3
2019,12,13,12
2020,12,13,1
2021,12,13,14
2015,1,14,63
2016,1,14,52
2017,1,14,69
2018,1,14,62
2019,1,14,76
2020,1,14,68
2021,1,14,43
2022,1,14,43
2015,2,14,65
2016,2,14,43
2017,2,14,46
2018,2,14,53
2019,2,14,58
2020,2,14,54
2021,2,14,51
2022,2,14,32
2015,3,14,68
2016,3,14,40
2017,3,14,45
2018,3,14,81
2019,3,14,86
2020,3,14,71
2021,3,14,56
2022,3,14,57
2015,4,14,52
2016,4,14,36
2017,4,14,50
2018,4,14,71
2019,4,14,76
2020,4,14,46
2021,4,14,55
2022,4,14,58
2015,5,14,93
2016,5,14,28
2017,5,14,45
2018,5,14,63
2019,5,14,98
2020,5,14,65
2021,5,14,53
2022,5,14,59
2015,6,14,84
2016,6,14,71
2017,6,14,40
2018,6,14,72
2019,6,14,74
2020,6,14,74
2021,6,14,47
2022,6,14,48
2015,7,14,87
2016,7,14,50
2017,7,14,31
2018,7,14,77
2019,7,14,68
2020,7,14,76
2021,7,14,44
2015,8,14,74
2016,8,14,87
2017,8,14,51
2018,8,14,63
2019,8,14,47
2020,8,14,62
2021,8,14,47
2015,9,14,66
2016,9,14,50
2017,9,14,44
2018,9,14,45
2019,9,14,42
2020,9,14,55
2021,9,14,31
2015,10,14,73
2016,10,14,82
2017,10,14,51
2018,10,14,57
2019,10,14,45
2020,10,14,62
2021,10,14,48
2015,11,14,55
2016,11,14,67
2017,11,14,40
2018,11,14,63
2019,11,14,32
2020,11,14,38
2021,11,14,49
2015,12,14,51
2016,12,14,69
2017,12,14,44
2018,12,14,71
2019,12,14,40
2020,12,14,59
2021,12,14,41
2015,1,15,118
2016,1,15,86
2017,1,15,105
2018,1,15,87
2019,1,15,154
2020,1,15,193
2021,1,15,219
2022,1,15,267
2015,2,15,142
2016,2,15,115
2017,2,15,88
2018,2,15,116
2019,2,15,152
2020,2,15,227
2021,2,15,273
2022,2,15,244
2015,3,15,140
2016,3,15,135
2017,3,15,110
2018,3,15,129
2019,3,15,207
2020,3,15,213
2021,3,15,281
2022,3,15,287
2015,4,15,149
2016,4,15,124
2017,4,15,109
2018,4,15,148
2019,4,15,169
2020,4,15,258
2021,4,15,264
2022,4,15,460
2015,5,15,147
2016,5,15,120
2017,5,15,126
2018,5,15,122
2019,5,15,189
2020,5,15,240
2021,5,15,274
2022,5,15,555
2015,6,15,132
2016,6,15,99
2017,6,15,115
2018,6,15,113
2019,6,15,196
2020,6,15,253
2021,6,15,276
2022,6,15,564
2015,7,15,135
2016,7,15,116
2017,7,15,115
2018,7,15,136
2019,7,15,238
2020,7,15,266
2021,7,15,277
2015,8,15,118
2016,8,15,116
2017,8,15,146
2018,8,15,159
2019,8,15,272
2020,8,15,330
2021,8,15,273
2015,9,15,120
2016,9,15,125
2017,9,15,112
2018,9,15,137
2019,9,15,219
2020,9,15,304
2021,9,15,298
2015,10,15,130
2016,10,15,160
2017,10,15,125
2018,10,15,182
2019,10,15,256
2020,10,15,256
2021,10,15,300
2015,11,15,116
2016,11,15,130
2017,11,15,129
2018,11,15,163
2019,11,15,221
2020,11,15,240
2021,11,15,283
2015,12,15,133
2016,12,15,126
2017,12,15,105
2018,12,15,137
2019,12,15,214
2020,12,15,215
2021,12,15,284
2015,1,16,5
2016,1,16,3
2017,1,16,1
2018,1,16,0
2019,1,16,0
2020,1,16,1
2021,1,16,3
2022,1,16,5
2015,2,16,5
2016,2,16,2
2017,2,16,0
2018,2,16,0
2019,2,16,0
2020,2,16,0
2021,2,16,7
2022,2,16,5
2015,3,16,5
2016,3,16,2
2017,3,16,0
2018,3,16,0
2019,3,16,0
2020,3,16,0
2021,3,16,4
2022,3,16,6
2015,4,16,2
2016,4,16,0
2017,4,16,0
2018,4,16,1
2019,4,16,1
2020,4,16,0
2021,4,16,7
2022,4,16,5
2015,5,16,2
2016,5,16,2
2017,5,16,1
2018,5,16,0
2019,5,16,0
2020,5,16,4
2021,5,16,3
2022,5,16,4
2015,6,16,3
2016,6,16,1
2017,6,16,3
2018,6,16,0
2019,6,16,0
2020,6,16,2
2021,6,16,10
2022,6,16,7
2015,7,16,3
2016,7,16,1
2017,7,16,3
2018,7,16,0
2019,7,16,0
2020,7,16,2
2021,7,16,7
2015,8,16,6
2016,8,16,2
2017,8,16,6
2018,8,16,0
2019,8,16,0
2020,8,16,4
2021,8,16,6
2015,9,16,3
2016,9,16,2
2017,9,16,2
2018,9,16,0
2019,9,16,0
2020,9,16,5
2021,9,16,6
2015,10,16,1
2016,10,16,1
2017,10,16,2
2018,10,16,2
2019,10,16,1
2020,10,16,2
2021,10,16,2
2015,11,16,5
2016,11,16,0
2017,11,16,1
2018,11,16,0
2019,11,16,0
2020,11,16,2
2021,11,16,5
2015,12,16,3
2016,12,16,2
2017,12,16,2
2018,12,16,0
2019,12,16,0
2020,12,16,7
2021,12,16,1
2015,1,17,15
2016,1,17,10
2017,1,17,2
2018,1,17,3
2019,1,17,17
2020,1,17,8
2021,1,17,12
2022,1,17,11
2015,2,17,26
2016,2,17,9
2017,2,17,5
2018,2,17,1
2019,2,17,13
2020,2,17,8
2021,2,17,13
2022,2,17,10
2015,3,17,8
2016,3,17,1
2017,3,17,3
2018,3,17,1
2019,3,17,9
2020,3,17,7
2021,3,17,13
2022,3,17,14
2015,4,17,16
2016,4,17,4
2017,4,17,4
2018,4,17,2
2019,4,17,18
2020,4,17,11
2021,4,17,9
2022,4,17,9
2015,5,17,12
2016,5,17,11
2017,5,17,4
2018,5,17,1
2019,5,17,9
2020,5,17,15
2021,5,17,14
2022,5,17,10
2015,6,17,24
2016,6,17,2
2017,6,17,2
2018,6,17,1
2019,6,17,26
2020,6,17,12
2021,6,17,11
2022,6,17,11
2015,7,17,36
2016,7,17,2
2017,7,17,3
2018,7,17,1
2019,7,17,22
2020,7,17,13
2021,7,17,14
2015,8,17,13
2016,8,17,5
2017,8,17,6
2018,8,17,3
2019,8,17,17
2020,8,17,13
2021,8,17,16
2015,9,17,8
2016,9,17,8
2017,9,17,3
2018,9,17,4
2019,9,17,21
2020,9,17,10
2021,9,17,14
2015,10,17,5
2016,10,17,3
2017,10,17,5
2018,10,17,1
2019,10,17,21
2020,10,17,14
2021,10,17,12
2015,11,17,4
2016,11,17,3
2017,11,17,2
2018,11,17,1
2019,11,17,3
2020,11,17,8
2021,11,17,11
2015,12,17,5
2016,12,17,9
2017,12,17,4
2018,12,17,5
2019,12,17,8
2020,12,17,16
2021,12,17,12
2015,1,18,0
2016,1,18,1
2017,1,18,0
2018,1,18,0
2019,1,18,0
2020,1,18,0
2021,1,18,2
2022,1,18,2
2015,2,18,0
2016,2,18,0
2017,2,18,0
2018,2,18,0
2019,2,18,1
2020,2,18,0
2021,2,18,3
2022,2,18,1
2015,3,18,0
2016,3,18,1
2017,3,18,0
