"ANIO","CVE_MES","CVE_ENT","INDICADOR"
2018,3,3,24
2019,3,3,13
2020,3,3,2
2021,3,3,7
2022,3,3,3
2015,4,3,16
2016,4,3,12
2017,4,3,14
2018,4,3,14
2019,4,3,9
2020,4,3,3
2021,4,3,5
2022,4,3,3
2015,5,3,16
2016,5,3,10
2017,5,3,26
2018,5,3,12
2019,5,3,6
2020,5,3,7
2021,5,3,6
2022,5,3,5
2015,6,3,6
2016,6,3,17
2017,6,3,34
2018,6,3,6
2019,6,3,3
2020,6,3,5
2021,6,3,3
2022,6,3,3
2015,7,3,11
2016,7,3,12
2017,7,3,40
2018,7,3,6
2019,7,3,5
2020,7,3,6
2021,7,3,3
2015,8,3,23
2016,8,3,29
2017,8,3,38
2018,8,3,14
2019,8,3,7
2020,8,3,8
2021,8,3,4
2015,9,3,29
2016,9,3,31
2017,9,3,48
2018,9,3,20
2019,9,3,6
2020,9,3,3
2021,9,3,4
2015,10,3,6
2016,10,3,25
2017,10,3,105
2018,10,3,5
2019,10,3,7
2020,10,3,5
2021,10,3,0
2015,11,3,7
2016,11,3,32
2017,11,3,90
2018,11,3,4
2019,11,3,5
2020,11,3,5
2021,11,3,0
2015,12,3,5
2016,12,3,29
2017,12,3,61
2018,12,3,4
2019,12,3,2
2020,12,3,10
2021,12,3,9
2015,1,4,2
2016,1,4,12
2017,1,4,7
2018,1,4,4
2019,1,4,3
2020,1,4,4
2021,1,4,5
2022,1,4,5
2015,2,4,3
2016,2,4,3
2017,2,4,6
2018,2,4,7
2019,2,4,5
2020,2,4,9
2021,2,4,11
2022,2,4,4
2015,3,4,9
2016,3,4,4
2017,3,4,8
2018,3,4,2
2019,3,4,2
2020,3,4,8
2021,3,4,6
2022,3,4,3
2015,4,4,4
2016,4,4,7
2017,4,4,6
2018,4,4,3
2019,4,4,4
2020,4,4,3
2021,4,4,3
2022,4,4,2
2015,5,4,7
2016,5,4,7
2017,5,4,5
2018,5,4,4
2019,5,4,9
2020,5,4,6
2021,5,4,12
2022,5,4,11
2015,6,4,5
2016,6,4,5
2017,6,4,8
2018,6,4,10
2019,6,4,5
2020,6,4,5
2021,6,4,5
2022,6,4,9
2015,7,4,0
2016,7,4,8
2017,7,4,3
2018,7,4,6
2019,7,4,7
2020,7,4,7
2021,7,4,7
2015,8,4,3
2016,8,4,8
2017,8,4,7
2018,8,4,9
2019,8,4,12
2020,8,4,9
2021,8,4,15
2015,9,4,3
2016,9,4,6
2017,9,4,5
2018,9,4,5
2019,9,4,6
2020,9,4,7
2021,9,4,9
2015,10,4,4
2016,10,4,7
2017,10,4,3
2018,10,4,5
2019,10,4,11
2020,10,4,9
2021,10,4,4
2015,11,4,3
2016,11,4,7
2017,11,4,4
2018,11,4,7
2019,11,4,3
2020,11,4,2
2021,11,4,1
2015,12,4,6
2016,12,4,7
2017,12,4,4
2018,12,4,7
2019,12,4,6
2020,12,4,8
2021,12,4,7
2015,1,5,51
2016,1,5,17
2017,1,5,19
2018,1,5,24
2019,1,5,29
2020,1,5,26
2021,1,5,15
2022,1,5,11
2015,2,5,21
2016,2,5,15
2017,2,5,20
2018,2,5,15
2019,2,5,19
2020,2,5,12
2021,2,5,9
2022,2,5,7
2015,3,5,32
2016,3,5,17
2017,3,5,16
2018,3,5,14
2019,3,5,20
2020,3,5,21
2021,3,5,9
2022,3,5,11
2015,4,5,22
2016,4,5,23
2017,4,5,24
2018,4,5,19
2019,4,5,17
2020,4,5,11
2021,4,5,15
2022,4,5,16
2015,5,5,24
2016,5,5,32
2017,5,5,23
2018,5,5,22
2019,5,5,22
2020,5,5,9
2021,5,5,10
2022,5,5,12
2015,6,5,14
2016,6,5,17
2017,6,5,21
2018,6,5,23
2019,6,5,16
2020,6,5,21
2021,6,5,14
2022,6,5,8
2015,7,5,23
2016,7,5,17
2017,7,5,25
2018,7,5,17
2019,7,5,20
2020,7,5,22
2021,7,5,14
2015,8,5,21
2016,8,5,14
2017,8,5,7
2018,8,5,18
2019,8,5,14
2020,8,5,16
2021,8,5,8
2015,9,5,15
2016,9,5,15
2017,9,5,19
2018,9,5,22
2019,9,5,22
2020,9,5,14
2021,9,5,14
2015,10,5,12
2016,10,5,14
2017,10,5,14
2018,10,5,14
2019,10,5,13
2020,10,5,15
2021,10,5,7
2015,11,5,17
2016,11,5,14
2017,11,5,17
2018,11,5,20
2019,11,5,14
2020,11,5,20
2021,11,5,13
2015,12,5,26
2016,12,5,17
2017,12,5,17
2018,12,5,21
2019,12,5,16
2020,12,5,7
2021,12,5,9
2015,1,6,8
2016,1,6,28
2017,1,6,69
2018,1,6,56
2019,1,6,59
2020,1,6,58
2021,1,6,49
2022,1,6,34
2015,2,6,9
2016,2,6,39
2017,2,6,34
2018,2,6,51
2019,2,6,45
2020,2,6,56
2021,2,6,48
2022,2,6,58
2015,3,6,11
2016,3,6,46
2017,3,6,48
2018,3,6,52
2019,3,6,48
2020,3,6,49
2021,3,6,39
2022,3,6,83
2015,4,6,7
2016,4,6,53
2017,4,6,33
2018,4,6,46
2019,4,6,52
2020,4,6,54
2021,4,6,37
2022,4,6,72
2015,5,6,12
2016,5,6,37
2017,5,6,52
2018,5,6,49
2019,5,6,59
2020,5,6,50
2021,5,6,37
2022,5,6,76
2015,6,6,11
2016,6,6,31
2017,6,6,78
2018,6,6,52
2019,6,6,50
2020,6,6,42
2021,6,6,42
2022,6,6,58
2015,7,6,8
2016,7,6,43
2017,7,6,82
2018,7,6,41
2019,7,6,61
2020,7,6,34
2021,7,6,40
2015,8,6,9
2016,8,6,40
2017,8,6,55
2018,8,6,49
2019,8,6,58
2020,8,6,29
2021,8,6,36
2015,9,6,20
2016,9,6,40
2017,9,6,48
2018,9,6,51
2019,9,6,60
2020,9,6,39
2021,9,6,39
2015,10,6,15
2016,10,6,39
2017,10,6,64
2018,10,6,69
2019,10,6,50
2020,10,6,46
2021,10,6,38
2015,11,6,23
2016,11,6,48
2017,11,6,59
2018,11,6,53
2019,11,6,62
2020,11,6,46
2021,11,6,30
2015,12,6,29
2016,12,6,58
2017,12,6,76
2018,12,6,48
2019,12,6,57
2020,12,6,41
2021,12,6,39
2015,1,7,37
2016,1,7,36
2017,1,7,46
2018,1,7,41
2019,1,7,49
2020,1,7,38
2021,1,7,41
2022,1,7,28
2015,2,7,40
2016,2,7,34
2017,2,7,46
2018,2,7,46
2019,2,7,47
2020,2,7,35
2021,2,7,26
2022,2,7,37
2015,3,7,32
2016,3,7,40
2017,3,7,42
2018,3,7,51
2019,3,7,35
2020,3,7,27
2021,3,7,52
2022,3,7,38
2015,4,7,48
2016,4,7,35
2017,4,7,43
2018,4,7,50
2019,4,7,42
2020,4,7,33
2021,4,7,39
2022,4,7,37
2015,5,7,40
2016,5,7,34
2017,5,7,38
2018,5,7,52
2019,5,7,38
2020,5,7,32
2021,5,7,38
2022,5,7,30
2015,6,7,38
2016,6,7,40
2017,6,7,45
2018,6,7,43
2019,6,7,45
2020,6,7,40
2021,6,7,47
2022,6,7,28
2015,7,7,34
2016,7,7,39
2017,7,7,34
2018,7,7,57
2019,7,7,46
2020,7,7,42
2021,7,7,38
2015,8,7,57
2016,8,7,40
2017,8,7,41
2018,8,7,45
2019,8,7,36
2020,8,7,48
2021,8,7,25
2015,9,7,53
2016,9,7,38
2017,9,7,39
2018,9,7,53
2019,9,7,55
2020,9,7,29
2021,9,7,32
2015,10,7,45
2016,10,7,50
2017,10,7,34
2018,10,7,44
2019,10,7,31
2020,10,7,36
2021,10,7,39
2015,11,7,40
2016,11,7,44
2017,11,7,31
2018,11,7,41
2019,11,7,52
2020,11,7,33
2021,11,7,22
2015,12,7,38
2016,12,7,38
2017,12,7,36
2018,12,7,39
2019,12,7,49
2020,12,7,26
2021,12,7,30
2015,1,8,94
2016,1,8,77
2017,1,8,121
2018,1,8,124
2019,1,8,160
2020,1,8,162
2021,1,8,160
2022,1,8,114
2015,2,8,87
2016,2,8,64
2017,2,8,145
2018,2,8,110
2019,2,8,148
2020,2,8,172
2021,2,8,151
2022,2,8,112
2015,3,8,83
2016,3,8,75
2017,3,8,118
2018,3,8,112
2019,3,8,171
2020,3,8,224
2021,3,8,175
2022,3,8,108
2015,4,8,63
2016,4,8,90
2017,4,8,100
2018,4,8,116
2019,4,8,174
2020,4,8,221
2021,4,8,171
2022,4,8,111
2015,5,8,87
2016,5,8,110
2017,5,8,139
2018,5,8,194
2019,5,8,208
2020,5,8,194
2021,5,8,212
2022,5,8,154
2015,6,8,99
2016,6,8,96
2017,6,8,170
2018,6,8,208
2019,6,8,205
2020,6,8,227
2021,6,8,181
2022,6,8,160
2015,7,8,84
2016,7,8,104
2017,7,8,107
2018,7,8,213
2019,7,8,204
2020,7,8,213
2021,7,8,198
2015,8,8,97
2016,8,8,117
2017,8,8,119
2018,8,8,220
2019,8,8,186
2020,8,8,244
2021,8,8,195
2015,9,8,59
2016,9,8,126
2017,9,8,133
2018,9,8,135
2019,9,8,181
2020,9,8,161
2021,9,8,142
2015,10,8,70
2016,10,8,158
2017,10,8,135
2018,10,8,104
2019,10,8,187
2020,10,8,186
2021,10,8,148
2015,11,8,60
2016,11,8,106
2017,11,8,129
2018,11,8,139
2019,11,8,197
2020,11,8,141
2021,11,8,152
2015,12,8,62
2016,12,8,109
2017,12,8,150
2018,12,8,132
2019,12,8,146
2020,12,8,149
2021,12,8,171
2015,1,9,55
2016,1,9,65
2017,1,9,92
2018,1,9,74
2019,1,9,132
2020,1,9,106
2021,1,9,85
2022,1,9,45
2015,2,9,60
2016,2,9,66
2017,2,9,69
2018,2,9,115
2019,2,9,113
2020,2,9,95
2021,2,9,80
2022,2,9,45
2015,3,9,55
2016,3,9,69
2017,3,9,71
2018,3,9,118
2019,3,9,157
2020,3,9,120
2021,3,9,79
2022,3,9,56
2015,4,9,71
2016,4,9,70
2017,4,9,89
2018,4,9,131
2019,4,9,114
2020,4,9,111
2021,4,9,74
2022,4,9,58
2015,5,9,78
2016,5,9,72
2017,5,9,101
2018,5,9,115
2019,5,9,157
2020,5,9,96
2021,5,9,99
2022,5,9,68
2015,6,9,68
2016,6,9,73
2017,6,9,94
2018,6,9,123
2019,6,9,117
2020,6,9,96
2021,6,9,63
2022,6,9,52
2015,7,9,71
2016,7,9,74
2017,7,9,78
2018,7,9,120
2019,7,9,115
2020,7,9,90
2021,7,9,83
2015,8,9,67
2016,8,9,68
2017,8,9,87
2018,8,9,109
2019,8,9,95
2020,8,9,73
2021,8,9,78
2015,9,9,68
2016,9,9,89
2017,9,9,96
2018,9,9,100
2019,9,9,93
2020,9,9,73
2021,9,9,70
2015,10,9,66
2016,10,9,82
2017,10,9,95
2018,10,9,110
2019,10,9,95
2020,10,9,95
2021,10,9,59
2015,11,9,71
2016,11,9,77
2017,11,9,81
2018,11,9,102
2019,11,9,106
2020,11,9,84
2021,11,9,78
2015,12,9,68
2016,12,9,101
2017,12,9,95
2018,12,9,147
2019,12,9,102
2020,12,9,89
2021,12,9,72
2015,1,10,17
2016,1,10,7
2017,1,10,15
2018,1,10,12
2019,1,10,5
2020,1,10,3
2021,1,10,10
2022,1,10,9
2015,2,10,20
2016,2,10,15
2017,2,10,18
2018,2,10,18
2019,2,10,15
2020,2,10,14
2021,2,10,11
2022,2,10,8
2015,3,10,31
2016,3,10,27
2017,3,10,18
2018,3,10,16
2019,3,10,11
2020,3,10,12
2021,3,10,17
2022,3,10,7
2015,4,10,28
2016,4,10,11
2017,4,10,21
2018,4,10,7
2019,4,10,12
2020,4,10,16
2021,4,10,11
2022,4,10,11
2015,5,10,21
2016,5,10,20
2017,5,10,19
2018,5,10,18
2019,5,10,19
2020,5,10,13
2021,5,10,14
2022,5,10,11
2015,6,10,19
2016,6,10,28
2017,6,10,17
2018,6,10,22
2019,6,10,8
2020,6,10,7
2021,6,10,10
2022,6,10,11
2015,7,10,22
2016,7,10,23
2017,7,10,13
2018,7,10,17
2019,7,10,21
2020,7,10,19
2021,7,10,7
2015,8,10,15
2016,8,10,21
2017,8,10,25
2018,8,10,14
2019,8,10,14
2020,8,10,19
2021,8,10,6
2015,9,10,13
2016,9,10,19
2017,9,10,14
2018,9,10,11
2019,9,10,9
2020,9,10,12
2021,9,10,15
2015,10,10,14
2016,10,10,20
2017,10,10,15
2018,10,10,14
2019,10,10,12
2020,10,10,12
2021,10,10,11
2015,11,10,14
2016,11,10,19
2017,11,10,19
2018,11,10,13
2019,11,10,9
2020,11,10,6
2021,11,10,9
2015,12,10,22
2016,12,10,26
2017,12,10,22
2018,12,10,18
2019,12,10,15
2020,12,10,10
2021,12,10,7
2015,1,11,62
2016,1,11,60
2017,1,11,88
2018,1,11,172
2019,1,11,225
2020,1,11,308
2021,1,11,254
2022,1,11,194
2015,2,11,64
2016,2,11,58
2017,2,11,89
2018,2,11,156
2019,2,11,254
2020,2,11,257
2021,2,11,217
2022,2,11,181
2015,3,11,59
2016,3,11,72
2017,3,11,81
2018,3,11,224
2019,3,11,248
2020,3,11,282
2021,3,11,272
2022,3,11,243
2015,4,11,68
2016,4,11,68
2017,4,11,88
2018,4,11,216
2019,4,11,236
2020,4,11,276
2021,4,11,277
2022,4,11,187
2015,5,11,66
2016,5,11,87
2017,5,11,90
2018,5,11,237
2019,5,11,218
2020,5,11,282
2021,5,11,250
2022,5,11,231
2015,6,11,82
2016,6,11,91
2017,6,11,88
2018,6,11,198
2019,6,11,202
2020,6,11,286
2021,6,11,199
2022,6,11,223
2015,7,11,60
2016,7,11,90
2017,7,11,87
2018,7,11,224
2019,7,11,185
2020,7,11,289
2021,7,11,242
2015,8,11,91
2016,8,11,89
2017,8,11,86
2018,8,11,244
2019,8,11,222
2020,8,11,270
2021,8,11,217
2015,9,11,88
2016,9,11,88
2017,9,11,81
2018,9,11,263
2019,9,11,218
2020,9,11,307
2021,9,11,221
2015,10,11,86
2016,10,11,85
2017,10,11,117
2018,10,11,228
2019,10,11,247
2020,10,11,287
2021,10,11,239
2015,11,11,68
2016,11,11,81
2017,11,11,97
2018,11,11,205
2019,11,11,265
2020,11,11,277
2021,11,11,216
2015,12,11,69
2016,12,11,78
2017,12,11,92
2018,12,11,242
2019,12,11,255
2020,12,11,238
2021,12,11,219
2015,1,12,138
2016,1,12,166
2017,1,12,165
2018,1,12,204
2019,1,12,142
2020,1,12,102
2021,1,12,87
2022,1,12,84
2015,2,12,140
2016,2,12,160
2017,2,12,174
2018,2,12,164
2019,2,12,135
2020,2,12,97
2021,2,12,87
2022,2,12,83
2015,3,12,155
2016,3,12,188
2017,3,12,209
2018,3,12,205
2019,3,12,115
2020,3,12,128
2021,3,12,98
2022,3,12,84
2015,4,12,194
2016,4,12,178
2017,4,12,187
2018,4,12,201
2019,4,12,111
2020,4,12,116
2021,4,12,89
2022,4,12,98
2015,5,12,175
2016,5,12,165
2017,5,12,214
2018,5,12,198
2019,5,12,147
2020,5,12,107
2021,5,12,120
2022,5,12,89
2015,6,12,141
2016,6,12,195
2017,6,12,205
2018,6,12,182
2019,6,12,139
2020,6,12,78
2021,6,12,110
2022,6,12,120
2015,7,12,179
2016,7,12,215
2017,7,12,191
2018,7,12,189
2019,7,12,155
2020,7,12,86
2021,7,12,94
2015,8,12,199
2016,8,12,217
2017,8,12,188
2018,8,12,176
2019,8,12,135
2020,8,12,111
2021,8,12,94
2015,9,12,163
2016,9,12,170
2017,9,12,185
2018,9,12,188
2019,9,12,94
2020,9,12,93
2021,9,12,97
2015,10,12,167
2016,10,12,178
2017,10,12,197
2018,10,12,171
2019,10,12,129
2020,10,12,109
2021,10,12,102
2015,11,12,173
2016,11,12,212
2017,11,12,192
2018,11,12,174
2019,11,12,138
2020,11,12,96
2021,11,12,110
2015,12,12,192
2016,12,12,169
2017,12,12,203
2018,12,12,170
2019,12,12,139
2020,12,12,99
2021,12,12,77
2015,1,13,4
2016,1,13,14
2017,1,13,30
2018,1,13,20
2019,1,13,26
2020,1,13,29
2021,1,13,17
2022,1,13,24
2015,2,13,16
2016,2,13,7
2017,2,13,13
2018,2,13,14
2019,2,13,16
2020,2,13,22
2021,2,13,19
2022,2,13,15
2015,3,13,13
2016,3,13,12
2017,3,13,16
2018,3,13,19
2019,3,13,25
2020,3,13,30
2021,3,13,27
2022,3,13,26
2015,4,13,7
2016,4,13,10
2017,4,13,15
2018,4,13,12
2019,4,13,14
2020,4,13,22
2021,4,13,20
2022,4,13,24
2015,5,13,8
2016,5,13,11
2017,5,13,13
2018,5,13,19
2019,5,13,21
2020,5,13,22
2021,5,13,17
2022,5,13,35
2015,6,13,5
2016,6,13,7
2017,6,13,10
2018,6,13,5
2019,6,13,31
2020,6,13,30
2021,6,13,12
2022,6,13,30
2015,7,13,11
2016,7,13,15
2017,7,13,9
2018,7,13,22
2019,7,13,30
2020,7,13,33
2021,7,13,15
2015,8,13,15
2016,8,13,15
2017,8,13,23
2018,8,13,22
2019,8,13,18
2020,8,13,33
2021,8,13,25
2015,9,13,21
2016,9,13,11
2017,9,13,16
2018,9,13,19
2019,9,13,29
2020,9,13,14
2021,9,13,31
2015,10,13,20
2016,10,13,9
2017,10,13,12
2018,10,13,13
2019,10,13,26
2020,10,13,26
2021,10,13,20
2015,11,13,12
2016,11,13,15
2017,11,13,11
2018,11,13,21
2019,11,13,16
2020,11,13,15
2021,11,13,20
2015,12,13,14
2016,12,13,9
2017,12,13,16
2018,12,13,17
2019,12,13,35
2020,12,13,20
2021,12,13,18
2015,1,14,79
2016,1,14,81
2017,1,14,102
2018,1,14,115
2019,1,14,202
2020,1,14,149
2021,1,14,156
2022,1,14,123
2015,2,14,68
2016,2,14,81
2017,2,14,93
2018,2,14,134
2019,2,14,204
2020,2,14,128
2021,2,14,179
2022,2,14,119
2015,3,14,52
2016,3,14,91
2017,3,14,97
2018,3,14,167
2019,3,14,166
2020,3,14,169
2021,3,14,159
2022,3,14,121
2015,4,14,78
2016,4,14,76
2017,4,14,105
2018,4,14,153
2019,4,14,170
2020,4,14,155
2021,4,14,163
2022,4,14,115
2015,5,14,73
2016,5,14,118
2017,5,14,113
2018,5,14,166
2019,5,14,155
2020,5,14,144
2021,5,14,181
2022,5,14,147
2015,6,14,75
2016,6,14,76
2017,6,14,111
2018,6,14,146
2019,6,14,177
2020,6,14,148
2021,6,14,145
2022,6,14,151
2015,7,14,88
2016,7,14,90
2017,7,14,101
2018,7,14,156
2019,7,14,169
2020,7,14,152
2021,7,14,144
2015,8,14,80
2016,8,14,98
2017,8,14,130
2018,8,14,179
2019,8,14,155
2020,8,14,131
2021,8,14,126
2015,9,14,82
2016,9,14,112
2017,9,14,103
2018,9,14,184
2019,9,14,166
2020,9,14,144
2021,9,14,153
2015,10,14,88
2016,10,14,88
2017,10,14,129
2018,10,14,192
2019,10,14,161
2020,10,14,143
2021,10,14,144
2015,11,14,96
2016,11,14,96
2017,11,14,124
2018,11,14,189
2019,11,14,157
2020,11,14,132
2021,11,14,116
2015,12,14,98
2016,12,14,98
2017,12,14,134
2018,12,14,179
2019,12,14,135
2020,12,14,159
2021,12,14,156
2015,1,15,167
2016,1,15,182
2017,1,15,164
2018,1,15,192
2019,1,15,236
2020,1,15,182
2021,1,15,158
2022,1,15,190
2015,2,15,146
2016,2,15,149
2017,2,15,140
2018,2,15,161
2019,2,15,207
2020,2,15,203
2021,2,15,205
2022,2,15,148
2015,3,15,167
2016,3,15,174
2017,3,15,167
2018,3,15,174
2019,3,15,243
2020,3,15,260
2021,3,15,207
2022,3,15,216
2015,4,15,179
2016,4,15,172
2017,4,15,181
2018,4,15,175
2019,4,15,220
2020,4,15,213
2021,4,15,180
2022,4,15,178
2015,5,15,185
2016,5,15,203
2017,5,15,194
2018,5,15,184
2019,5,15,208
2020,5,15,203
2021,5,15,211
2022,5,15,206
2015,6,15,182
2016,6,15,155
2017,6,15,170
2018,6,15,184
2019,6,15,201
2020,6,15,185
2021,6,15,174
2022,6,15,168
2015,7,15,146
2016,7,15,174
2017,7,15,149
2018,7,15,213
2019,7,15,216
2020,7,15,202
2021,7,15,186
2015,8,15,154
2016,8,15,171
2017,8,15,148
2018,8,15,188
2019,8,15,206
2020,8,15,203
2021,8,15,196
2015,9,15,188
2016,9,15,168
2017,9,15,172
2018,9,15,209
2019,9,15,191
2020,9,15,203
2021,9,15,202
2015,10,15,161
2016,10,15,180
2017,10,15,194
2018,10,15,225
2019,10,15,176
2020,10,15,215
2021,10,15,220
2015,11,15,167
2016,11,15,154
2017,11,15,171
2018,11,15,213
2019,11,15,210
2020,11,15,190
2021,11,15,199
2015,12,15,179
2016,12,15,172
2017,12,15,181
2018,12,15,231
2019,12,15,225
2020,12,15,182
2021,12,15,208
2015,1,16,57
2016,1,16,75
2017,1,16,114
2018,1,16,103
2019,1,16,117
2020,1,16,169
2021,1,16,160
2022,1,16,204
2015,2,16,46
2016,2,16,83
2017,2,16,108
2018,2,16,109
2019,2,16,121
2020,2,16,177
2021,2,16,166
2022,2,16,209
2015,3,16,44
2016,3,16,77
2017,3,16,105
2018,3,16,95
2019,3,16,106
2020,3,16,182
2021,3,16,188
2022,3,16,199
2015,4,16,53
2016,4,16,92
2017,4,16,100
2018,4,16,99
2019,4,16,99
2020,4,16,175
2021,4,16,193
2022,4,16,194
2015,5,16,60
2016,5,16,96
2017,5,16,85
2018,5,16,105
2019,5,16,111
2020,5,16,153
2021,5,16,186
2022,5,16,168
2015,6,16,66
2016,6,16,98
2017,6,16,84
2018,6,16,86
2019,6,16,148
2020,6,16,132
2021,6,16,167
2022,6,16,161
2015,7,16,74
2016,7,16,147
2017,7,16,86
2018,7,16,121
2019,7,16,129
2020,7,16,143
2021,7,16,188
2015,8,16,79
2016,8,16,128
2017,8,16,95
2018,8,16,127
2019,8,16,163
2020,8,16,160
2021,8,16,196
2015,9,16,55
2016,9,16,137
2017,9,16,96
2018,9,16,135
2019,9,16,177
2020,9,16,151
2021,9,16,183
2015,10,16,73
2016,10,16,108
2017,10,16,121
2018,10,16,145
2019,10,16,165
2020,10,16,183
2021,10,16,205
2015,11,16,73
2016,11,16,106
2017,11,16,118
2018,11,16,103
2019,11,16,156
2020,11,16,177
2021,11,16,184
2015,12,16,86
2016,12,16,116
2017,12,16,137
2018,12,16,110
2019,12,16,188
2020,12,16,174
2021,12,16,218
2015,1,17,29
2016,1,17,42
2017,1,17,56
2018,1,17,59
2019,1,17,73
2020,1,17,57
2021,1,17,71
2022,1,17,77
2015,2,17,37
2016,2,17,39
2017,2,17,50
2018,2,17,63
2019,2,17,81
2020,2,17,70
2021,2,17,56
2022,2,17,67
2015,3,17,59
2016,3,17,43
2017,3,17,59
2018,3,17,55
2019,3,17,85
2020,3,17,77
2021,3,17,84
2022,3,17,91
2015,4,17,33
2016,4,17,36
2017,4,17,58
2018,4,17,46
2019,4,17,77
2020,4,17,78
2021,4,17,99
2022,4,17,105
2015,5,17,32
2016,5,17,51
2017,5,17,45
2018,5,17,53
2019,5,17,68
2020,5,17,64
2021,5,17,98
2022,5,17,99
2015,6,17,43
2016,6,17,55
2017,6,17,42
2018,6,17,41
2019,6,17,77
2020,6,17,66
2021,6,17,90
2022,6,17,66
2015,7,17,38
2016,7,17,47
2017,7,17,44
2018,7,17,76
2019,7,17,68
2020,7,17,63
2021,7,17,90
2015,8,17,42
2016,8,17,55
2017,8,17,47
2018,8,17,43
2019,8,17,80
2020,8,17,63
2021,8,17,75
2015,9,17,48
2016,9,17,52
2017,9,17,54
2018,9,17,70
2019,9,17,74
2020,9,17,58
2021,9,17,83
2015,10,17,31
2016,10,17,53
2017,10,17,34
2018,10,17,65
2019,10,17,77
2020,10,17,80
2021,10,17,101
2015,11,17,40
2016,11,17,51
2017,11,17,42
2018,11,17,55
2019,11,17,86
2020,11,17,60
2021,11,17,92
2015,12,17,48
2016,12,17,62
2017,12,17,44
2018,12,17,67
2019,12,17,65
2020,12,17,66
2021,12,17,96
2015,1,18,5
2016,1,18,4
2017,1,18,4
2018,1,18,41
2019,1,18,13
2020,1,18,18
2021,1,18,22
2022,1,18,9
2015,2,18,5
2016,2,18,4
2017,2,18,10
2018,2,18,24
2019,2,18,11
2020,2,18,14
2021,2,18,18
2022,2,18,17
2015,3,18,7
2016,3,18,3
2017,3,18,8
