"ANIO","CVE_MES","CVE_ENT","INDICADOR"
2019,10,3,737
2020,10,3,500
2021,10,3,453
2015,11,3,847
2016,11,3,1045
2017,11,3,800
2018,11,3,814
2019,11,3,680
2020,11,3,434
2021,11,3,472
2015,12,3,851
2016,12,3,1065
2017,12,3,849
2018,12,3,883
2019,12,3,629
2020,12,3,440
2021,12,3,495
2015,1,4,44
2016,1,4,77
2017,1,4,87
2018,1,4,80
2019,1,4,92
2020,1,4,99
2021,1,4,75
2022,1,4,468
2015,2,4,63
2016,2,4,86
2017,2,4,78
2018,2,4,81
2019,2,4,74
2020,2,4,80
2021,2,4,72
2022,2,4,436
2015,3,4,87
2016,3,4,93
2017,3,4,68
2018,3,4,78
2019,3,4,79
2020,3,4,74
2021,3,4,83
2022,3,4,470
2015,4,4,42
2016,4,4,93
2017,4,4,77
2018,4,4,86
2019,4,4,72
2020,4,4,72
2021,4,4,89
2022,4,4,496
2015,5,4,65
2016,5,4,80
2017,5,4,64
2018,5,4,70
2019,5,4,82
2020,5,4,76
2021,5,4,86
2022,5,4,393
2015,6,4,71
2016,6,4,93
2017,6,4,78
2018,6,4,67
2019,6,4,88
2020,6,4,69
2021,6,4,87
2022,6,4,504
2015,7,4,62
2016,7,4,116
2017,7,4,83
2018,7,4,77
2019,7,4,94
2020,7,4,67
2021,7,4,86
2015,8,4,81
2016,8,4,93
2017,8,4,78
2018,8,4,88
2019,8,4,102
2020,8,4,69
2021,8,4,86
2015,9,4,81
2016,9,4,98
2017,9,4,60
2018,9,4,79
2019,9,4,84
2020,9,4,65
2021,9,4,75
2015,10,4,88
2016,10,4,101
2017,10,4,64
2018,10,4,89
2019,10,4,99
2020,10,4,79
2021,10,4,87
2015,11,4,79
2016,11,4,87
2017,11,4,74
2018,11,4,92
2019,11,4,101
2020,11,4,93
2021,11,4,461
2015,12,4,95
2016,12,4,74
2017,12,4,72
2018,12,4,94
2019,12,4,96
2020,12,4,82
2021,12,4,445
2015,1,5,1486
2016,1,5,789
2017,1,5,939
2018,1,5,735
2019,1,5,495
2020,1,5,502
2021,1,5,472
2022,1,5,661
2015,2,5,1155
2016,2,5,719
2017,2,5,909
2018,2,5,723
2019,2,5,676
2020,2,5,507
2021,2,5,480
2022,2,5,610
2015,3,5,1035
2016,3,5,862
2017,3,5,1231
2018,3,5,990
2019,3,5,612
2020,3,5,526
2021,3,5,522
2022,3,5,741
2015,4,5,1326
2016,4,5,753
2017,4,5,728
2018,4,5,725
2019,4,5,566
2020,4,5,382
2021,4,5,615
2022,4,5,483
2015,5,5,1132
2016,5,5,717
2017,5,5,666
2018,5,5,1003
2019,5,5,689
2020,5,5,506
2021,5,5,552
2022,5,5,648
2015,6,5,1149
2016,6,5,1071
2017,6,5,946
2018,6,5,700
2019,6,5,528
2020,6,5,620
2021,6,5,605
2022,6,5,730
2015,7,5,1267
2016,7,5,742
2017,7,5,803
2018,7,5,683
2019,7,5,564
2020,7,5,705
2021,7,5,775
2015,8,5,990
2016,8,5,817
2017,8,5,911
2018,8,5,936
2019,8,5,574
2020,8,5,622
2021,8,5,601
2015,9,5,1017
2016,9,5,1075
2017,9,5,762
2018,9,5,706
2019,9,5,497
2020,9,5,639
2021,9,5,840
2015,10,5,1086
2016,10,5,967
2017,10,5,843
2018,10,5,549
2019,10,5,588
2020,10,5,563
2021,10,5,676
2015,11,5,733
2016,11,5,816
2017,11,5,982
2018,11,5,649
2019,11,5,452
2020,11,5,390
2021,11,5,516
2015,12,5,764
2016,12,5,1300
2017,12,5,718
2018,12,5,467
2019,12,5,413
2020,12,5,395
2021,12,5,482
2015,1,6,188
2016,1,6,626
2017,1,6,799
2018,1,6,636
2019,1,6,661
2020,1,6,584
2021,1,6,560
2022,1,6,762
2015,2,6,209
2016,2,6,571
2017,2,6,619
2018,2,6,625
2019,2,6,579
2020,2,6,561
2021,2,6,496
2022,2,6,525
2015,3,6,213
2016,3,6,605
2017,3,6,760
2018,3,6,637
2019,3,6,625
2020,3,6,500
2021,3,6,561
2022,3,6,495
2015,4,6,200
2016,4,6,571
2017,4,6,682
2018,4,6,599
2019,4,6,623
2020,4,6,427
2021,4,6,576
2022,4,6,518
2015,5,6,213
2016,5,6,733
2017,5,6,658
2018,5,6,672
2019,5,6,656
2020,5,6,397
2021,5,6,599
2022,5,6,565
2015,6,6,230
2016,6,6,671
2017,6,6,671
2018,6,6,704
2019,6,6,622
2020,6,6,458
2021,6,6,560
2022,6,6,713
2015,7,6,241
2016,7,6,637
2017,7,6,713
2018,7,6,783
2019,7,6,663
2020,7,6,518
2021,7,6,648
2015,8,6,300
2016,8,6,727
2017,8,6,670
2018,8,6,729
2019,8,6,634
2020,8,6,500
2021,8,6,615
2015,9,6,270
2016,9,6,650
2017,9,6,685
2018,9,6,668
2019,9,6,572
2020,9,6,639
2021,9,6,845
2015,10,6,289
2016,10,6,650
2017,10,6,764
2018,10,6,754
2019,10,6,684
2020,10,6,705
2021,10,6,936
2015,11,6,320
2016,11,6,664
2017,11,6,700
2018,11,6,703
2019,11,6,603
2020,11,6,560
2021,11,6,924
2015,12,6,313
2016,12,6,674
2017,12,6,615
2018,12,6,653
2019,12,6,625
2020,12,6,566
2021,12,6,728
2015,1,7,608
2016,1,7,619
2017,1,7,890
2018,1,7,669
2019,1,7,760
2020,1,7,412
2021,1,7,240
2022,1,7,232
2015,2,7,634
2016,2,7,626
2017,2,7,690
2018,2,7,615
2019,2,7,657
2020,2,7,346
2021,2,7,244
2022,2,7,213
2015,3,7,665
2016,3,7,684
2017,3,7,702
2018,3,7,739
2019,3,7,506
2020,3,7,344
2021,3,7,278
2022,3,7,255
2015,4,7,666
2016,4,7,688
2017,4,7,671
2018,4,7,821
2019,4,7,570
2020,4,7,247
2021,4,7,236
2022,4,7,196
2015,5,7,647
2016,5,7,736
2017,5,7,782
2018,5,7,876
2019,5,7,539
2020,5,7,239
2021,5,7,255
2022,5,7,200
2015,6,7,643
2016,6,7,780
2017,6,7,770
2018,6,7,825
2019,6,7,581
2020,6,7,239
2021,6,7,222
2022,6,7,194
2015,7,7,638
2016,7,7,812
2017,7,7,810
2018,7,7,861
2019,7,7,594
2020,7,7,286
2021,7,7,244
2015,8,7,663
2016,8,7,900
2017,8,7,956
2018,8,7,851
2019,8,7,579
2020,8,7,270
2021,8,7,211
2015,9,7,748
2016,9,7,869
2017,9,7,735
2018,9,7,763
2019,9,7,428
2020,9,7,289
2021,9,7,224
2015,10,7,714
2016,10,7,827
2017,10,7,792
2018,10,7,927
2019,10,7,454
2020,10,7,277
2021,10,7,243
2015,11,7,682
2016,11,7,738
2017,11,7,712
2018,11,7,724
2019,11,7,370
2020,11,7,248
2021,11,7,231
2015,12,7,622
2016,12,7,717
2017,12,7,650
2018,12,7,665
2019,12,7,372
2020,12,7,234
2021,12,7,211
2015,1,8,1422
2016,1,8,1301
2017,1,8,1236
2018,1,8,1463
2019,1,8,1379
2020,1,8,1342
2021,1,8,1122
2022,1,8,1238
2015,2,8,1420
2016,2,8,1249
2017,2,8,1336
2018,2,8,1286
2019,2,8,1330
2020,2,8,1275
2021,2,8,1033
2022,2,8,1182
2015,3,8,1531
2016,3,8,1123
2017,3,8,1633
2018,3,8,1370
2019,3,8,1350
2020,3,8,1238
2021,3,8,1183
2022,3,8,1250
2015,4,8,1350
2016,4,8,1073
2017,4,8,1306
2018,4,8,1387
2019,4,8,1332
2020,4,8,961
2021,4,8,1091
2022,4,8,1160
2015,5,8,1268
2016,5,8,1079
2017,5,8,1336
2018,5,8,1367
2019,5,8,1367
2020,5,8,943
2021,5,8,1127
2022,5,8,1345
2015,6,8,1347
2016,6,8,928
2017,6,8,1343
2018,6,8,1420
2019,6,8,1261
2020,6,8,1019
2021,6,8,1165
2022,6,8,1190
2015,7,8,1358
2016,7,8,916
2017,7,8,1410
2018,7,8,1404
2019,7,8,1404
2020,7,8,1074
2021,7,8,1277
2015,8,8,1322
2016,8,8,1104
2017,8,8,1619
2018,8,8,1447
2019,8,8,1464
2020,8,8,1077
2021,8,8,1298
2015,9,8,1360
2016,9,8,1104
2017,9,8,1511
2018,9,8,1336
2019,9,8,1414
2020,9,8,1075
2021,9,8,1240
2015,10,8,1355
2016,10,8,1271
2017,10,8,1599
2018,10,8,1431
2019,10,8,1419
2020,10,8,999
2021,10,8,1307
2015,11,8,1203
2016,11,8,1165
2017,11,8,1535
2018,11,8,1302
2019,11,8,1254
2020,11,8,910
2021,11,8,1203
2015,12,8,1203
2016,12,8,1162
2017,12,8,1502
2018,12,8,1296
2019,12,8,1212
2020,12,8,1001
2021,12,8,1380
2015,1,9,6104
2016,1,9,5879
2017,1,9,7964
2018,1,9,9625
2019,1,9,10835
2020,1,9,8049
2021,1,9,6035
2022,1,9,5797
2015,2,9,6128
2016,2,9,5944
2017,2,9,7403
2018,2,9,9129
2019,2,9,9806
2020,2,9,8107
2021,2,9,5951
2022,2,9,5872
2015,3,9,6764
2016,3,9,6527
2017,3,9,8027
2018,3,9,9851
2019,3,9,9979
2020,3,9,8182
2021,3,9,6924
2022,3,9,6581
2015,4,9,6417
2016,4,9,6444
2017,4,9,7431
2018,4,9,9782
2019,4,9,9301
2020,4,9,4712
2021,4,9,6572
2022,4,9,5946
2015,5,9,6577
2016,5,9,6405
2017,5,9,8639
2018,5,9,10467
2019,5,9,9493
2020,5,9,4549
2021,5,9,6934
2022,5,9,6473
2015,6,9,6665
2016,6,9,6380
2017,6,9,8920
2018,6,9,9833
2019,6,9,9060
2020,6,9,5297
2021,6,9,6817
2022,6,9,6333
2015,7,9,6693
2016,7,9,6661
2017,7,9,8886
2018,7,9,10665
2019,7,9,8836
2020,7,9,6234
2021,7,9,6797
2015,8,9,6378
2016,8,9,7276
2017,8,9,9266
2018,8,9,11097
2019,8,9,8914
2020,8,9,6426
2021,8,9,6803
2015,9,9,6420
2016,9,9,7341
2017,9,9,8348
2018,9,9,10214
2019,9,9,8408
2020,9,9,6363
2021,9,9,6514
2015,10,9,6674
2016,10,9,7885
2017,10,9,9543
2018,10,9,11657
2019,10,9,8757
2020,10,9,6956
2021,10,9,6892
2015,11,9,6320
2016,11,9,7596
2017,11,9,9153
2018,11,9,10729
2019,11,9,8289
2020,11,9,6809
2021,11,9,6871
2015,12,9,6295
2016,12,9,7217
2017,12,9,9134
2018,12,9,10465
2019,12,9,7753
2020,12,9,6278
2021,12,9,6434
2015,1,10,880
2016,1,10,668
2017,1,10,968
2018,1,10,1002
2019,1,10,814
2020,1,10,952
2021,1,10,666
2022,1,10,537
2015,2,10,886
2016,2,10,781
2017,2,10,872
2018,2,10,895
2019,2,10,800
2020,2,10,885
2021,2,10,659
2022,2,10,503
2015,3,10,838
2016,3,10,810
2017,3,10,963
2018,3,10,942
2019,3,10,911
2020,3,10,782
2021,3,10,803
2022,3,10,487
2015,4,10,924
2016,4,10,840
2017,4,10,920
2018,4,10,870
2019,4,10,873
2020,4,10,588
2021,4,10,817
2022,4,10,580
2015,5,10,846
2016,5,10,797
2017,5,10,968
2018,5,10,972
2019,5,10,856
2020,5,10,660
2021,5,10,628
2022,5,10,457
2015,6,10,927
2016,6,10,800
2017,6,10,871
2018,6,10,919
2019,6,10,776
2020,6,10,654
2021,6,10,863
2022,6,10,620
2015,7,10,872
2016,7,10,765
2017,7,10,914
2018,7,10,876
2019,7,10,878
2020,7,10,775
2021,7,10,750
2015,8,10,854
2016,8,10,886
2017,8,10,883
2018,8,10,722
2019,8,10,890
2020,8,10,747
2021,8,10,534
2015,9,10,880
2016,9,10,890
2017,9,10,907
2018,9,10,808
2019,9,10,871
2020,9,10,807
2021,9,10,499
2015,10,10,881
2016,10,10,885
2017,10,10,948
2018,10,10,989
2019,10,10,693
2020,10,10,874
2021,10,10,538
2015,11,10,818
2016,11,10,895
2017,11,10,985
2018,11,10,875
2019,11,10,825
2020,11,10,512
2021,11,10,543
2015,12,10,757
2016,12,10,818
2017,12,10,959
2018,12,10,759
2019,12,10,873
2020,12,10,476
2021,12,10,455
2015,1,11,2872
2016,1,11,2841
2017,1,11,3413
2018,1,11,3755
2019,1,11,3630
2020,1,11,3761
2021,1,11,2606
2022,1,11,2636
2015,2,11,2579
2016,2,11,2840
2017,2,11,3261
2018,2,11,3335
2019,2,11,3410
2020,2,11,3263
2021,2,11,2486
2022,2,11,2435
2015,3,11,2710
2016,3,11,2968
2017,3,11,3348
2018,3,11,3412
2019,3,11,3452
2020,3,11,3170
2021,3,11,2686
2022,3,11,2724
2015,4,11,2199
2016,4,11,2913
2017,4,11,3093
2018,4,11,3450
2019,4,11,3417
2020,4,11,2387
2021,4,11,2487
2022,4,11,2456
2015,5,11,2563
2016,5,11,2884
2017,5,11,3184
2018,5,11,3408
2019,5,11,3629
2020,5,11,2623
2021,5,11,2333
2022,5,11,2569
2015,6,11,2574
2016,6,11,2804
2017,6,11,3045
2018,6,11,3154
2019,6,11,3404
2020,6,11,2669
2021,6,11,2531
2022,6,11,2648
2015,7,11,2599
2016,7,11,2732
2017,7,11,3312
2018,7,11,3984
2019,7,11,3847
2020,7,11,2724
2021,7,11,2573
2015,8,11,2671
2016,8,11,2916
2017,8,11,3484
2018,8,11,3819
2019,8,11,3739
2020,8,11,2722
2021,8,11,2621
2015,9,11,2598
2016,9,11,2887
2017,9,11,3310
2018,9,11,3508
2019,9,11,3532
2020,9,11,2782
2021,9,11,2561
2015,10,11,2858
2016,10,11,3116
2017,10,11,3536
2018,10,11,3665
2019,10,11,3684
2020,10,11,2936
2021,10,11,2664
2015,11,11,2694
2016,11,11,2976
2017,11,11,3310
2018,11,11,3774
2019,11,11,3562
2020,11,11,2604
2021,11,11,2515
2015,12,11,2738
2016,12,11,3186
2017,12,11,3513
2018,12,11,3718
2019,12,11,3426
2020,12,11,2757
2021,12,11,2748
2015,1,12,1236
2016,1,12,1003
2017,1,12,1012
2018,1,12,720
2019,1,12,655
2020,1,12,673
2021,1,12,464
2022,1,12,532
2015,2,12,1069
2016,2,12,856
2017,2,12,894
2018,2,12,622
2019,2,12,609
2020,2,12,622
2021,2,12,444
2022,2,12,469
2015,3,12,1014
2016,3,12,973
2017,3,12,1097
2018,3,12,657
2019,3,12,712
2020,3,12,524
2021,3,12,534
2022,3,12,538
2015,4,12,1090
2016,4,12,894
2017,4,12,912
2018,4,12,672
2019,4,12,607
2020,4,12,376
2021,4,12,496
2022,4,12,518
2015,5,12,1090
2016,5,12,870
2017,5,12,959
2018,5,12,720
2019,5,12,644
2020,5,12,348
2021,5,12,557
2022,5,12,524
2015,6,12,1106
2016,6,12,839
2017,6,12,811
2018,6,12,725
2019,6,12,556
2020,6,12,374
2021,6,12,505
2022,6,12,477
2015,7,12,1007
2016,7,12,961
2017,7,12,814
2018,7,12,742
2019,7,12,697
2020,7,12,450
2021,7,12,476
2015,8,12,1019
2016,8,12,1053
2017,8,12,772
2018,8,12,741
2019,8,12,692
2020,8,12,478
2021,8,12,515
2015,9,12,841
2016,9,12,1076
2017,9,12,794
2018,9,12,757
2019,9,12,577
2020,9,12,443
2021,9,12,510
2015,10,12,1099
2016,10,12,986
2017,10,12,800
2018,10,12,747
2019,10,12,588
2020,10,12,533
2021,10,12,551
2015,11,12,983
2016,11,12,1037
2017,11,12,749
2018,11,12,657
2019,11,12,667
2020,11,12,562
2021,11,12,549
2015,12,12,1046
2016,12,12,1065
2017,12,12,672
2018,12,12,623
2019,12,12,560
2020,12,12,534
2021,12,12,599
2015,1,13,932
2016,1,13,736
2017,1,13,1144
2018,1,13,1439
2019,1,13,1544
2020,1,13,1354
2021,1,13,706
2022,1,13,976
2015,2,13,935
2016,2,13,924
2017,2,13,1230
2018,2,13,1086
2019,2,13,1445
2020,2,13,1246
2021,2,13,721
2022,2,13,994
2015,3,13,756
2016,3,13,913
2017,3,13,1127
2018,3,13,1016
2019,3,13,1300
2020,3,13,1225
2021,3,13,1039
2022,3,13,1015
2015,4,13,783
2016,4,13,1014
2017,4,13,1166
2018,4,13,1306
2019,4,13,1261
2020,4,13,823
2021,4,13,852
2022,4,13,990
2015,5,13,900
2016,5,13,818
2017,5,13,1331
2018,5,13,1233
2019,5,13,1290
2020,5,13,725
2021,5,13,887
2022,5,13,1085
2015,6,13,764
2016,6,13,1118
2017,6,13,1213
2018,6,13,1167
2019,6,13,1058
2020,6,13,693
2021,6,13,971
2022,6,13,1082
2015,7,13,735
2016,7,13,567
2017,7,13,1165
2018,7,13,1205
2019,7,13,1140
2020,7,13,803
2021,7,13,865
2015,8,13,893
2016,8,13,703
2017,8,13,1345
2018,8,13,1204
2019,8,13,987
2020,8,13,896
2021,8,13,950
2015,9,13,1015
2016,9,13,1113
2017,9,13,1243
2018,9,13,1155
2019,9,13,1218
2020,9,13,957
2021,9,13,922
2015,10,13,459
2016,10,13,1227
2017,10,13,1175
2018,10,13,1265
2019,10,13,1326
2020,10,13,1077
2021,10,13,996
2015,11,13,741
2016,11,13,1251
2017,11,13,1170
2018,11,13,1425
2019,11,13,1195
2020,11,13,1003
2021,11,13,1132
2015,12,13,953
2016,12,13,1019
2017,12,13,1091
2018,12,13,1140
2019,12,13,1109
2020,12,13,786
2021,12,13,733
2015,1,14,2210
2016,1,14,2187
2017,1,14,7780
2018,1,14,7742
2019,1,14,8537
2020,1,14,5673
2021,1,14,4201
2022,1,14,4016
2015,2,14,2147
2016,2,14,2249
2017,2,14,6650
2018,2,14,7302
2019,2,14,6956
2020,2,14,4857
2021,2,14,3823
2022,2,14,3771
2015,3,14,2249
2016,3,14,2347
2017,3,14,7674
2018,3,14,7335
2019,3,14,6564
2020,3,14,4659
2021,3,14,4418
2022,3,14,4013
2015,4,14,2040
2016,4,14,2165
2017,4,14,6727
2018,4,14,6612
2019,4,14,6780
2020,4,14,3627
2021,4,14,4102
2022,4,14,3668
2015,5,14,2177
2016,5,14,2137
2017,5,14,7364
2018,5,14,7025
2019,5,14,5907
2020,5,14,3820
2021,5,14,4087
2022,5,14,3762
2015,6,14,2119
2016,6,14,6235
2017,6,14,7554
2018,6,14,7121
2019,6,14,6108
2020,6,14,4215
2021,6,14,4565
2022,6,14,3943
2015,7,14,2402
2016,7,14,6651
2017,7,14,7414
2018,7,14,7243
2019,7,14,6697
2020,7,14,4620
2021,7,14,4633
2015,8,14,2391
2016,8,14,6832
2017,8,14,7608
2018,8,14,7145
2019,8,14,6625
2020,8,14,4448
2021,8,14,4502
2015,9,14,2424
2016,9,14,5930
2017,9,14,7359
2018,9,14,6491
2019,9,14,5630
2020,9,14,4297
2021,9,14,4401
2015,10,14,2570
2016,10,14,7118
2017,10,14,7863
2018,10,14,7306
2019,10,14,6310
2020,10,14,4579
2021,10,14,4512
2015,11,14,2393
2016,11,14,7080
2017,11,14,7486
2018,11,14,6888
2019,11,14,5125
2020,11,14,4107
2021,11,14,4462
2015,12,14,2379
2016,12,14,7873
2017,12,14,7127
2018,12,14,6825
2019,12,14,5008
2020,12,14,4553
2021,12,14,4373
2015,1,15,14689
2016,1,15,12049
2017,1,15,11892
2018,1,15,14412
2019,1,15,12885
2020,1,15,12833
2021,1,15,10174
2022,1,15,11154
2015,2,15,13658
2016,2,15,13876
2017,2,15,10421
2018,2,15,13624
2019,2,15,12187
2020,2,15,12050
2021,2,15,10499
2022,2,15,10822
2015,3,15,14790
2016,3,15,15350
2017,3,15,12124
2018,3,15,14386
2019,3,15,14010
2020,3,15,11787
2021,3,15,11950
2022,3,15,12398
2015,4,15,13751
2016,4,15,14633
2017,4,15,11345
2018,4,15,14259
2019,4,15,12584
2020,4,15,10474
2021,4,15,11247
2022,4,15,11555
2015,5,15,13807
2016,5,15,14608
2017,5,15,13097
2018,5,15,14402
2019,5,15,14150
2020,5,15,10134
2021,5,15,11778
2022,5,15,11866
2015,6,15,13997
2016,6,15,11263
2017,6,15,13451
2018,6,15,13762
2019,6,15,13075
2020,6,15,10693
2021,6,15,11851
2022,6,15,11714
2015,7,15,13946
2016,7,15,10291
2017,7,15,14278
2018,7,15,13662
2019,7,15,13550
2020,7,15,11410
2021,7,15,11894
2015,8,15,13751
2016,8,15,11298
2017,8,15,15219
2018,8,15,14548
2019,8,15,13630
2020,8,15,11503
2021,8,15,11905
2015,9,15,14189
2016,9,15,11629
2017,9,15,14271
2018,9,15,13403
2019,9,15,12727
2020,9,15,11476
2021,9,15,11913
2015,10,15,14478
2016,10,15,11644
2017,10,15,15960
2018,10,15,14562
2019,10,15,13461
2020,10,15,12137
2021,10,15,12462
2015,11,15,14043
2016,11,15,11292
2017,11,15,14999
2018,11,15,13563
2019,11,15,12909
2020,11,15,11095
2021,11,15,11525
2015,12,15,13553
2016,12,15,11270
2017,12,15,14098
2018,12,15,12946
2019,12,15,12113
2020,12,15,10666
2021,12,15,11647
2015,1,16,1345
2016,1,16,1244
2017,1,16,1465
2018,1,16,1473
2019,1,16,1674
2020,1,16,1465
2021,1,16,1179
2022,1,16,987
2015,2,16,1230
2016,2,16,1206
2017,2,16,1296
2018,2,16,1487
2019,2,16,1289
2020,2,16,1273
2021,2,16,926
2022,2,16,886
2015,3,16,1278
2016,3,16,1252
2017,3,16,1414
2018,3,16,1607
2019,3,16,1372
2020,3,16,1361
2021,3,16,1091
2022,3,16,960
2015,4,16,1166
2016,4,16,1131
2017,4,16,1401
2018,4,16,1520
2019,4,16,1381
2020,4,16,886
2021,4,16,986
2022,4,16,862
2015,5,16,1299
2016,5,16,1225
2017,5,16,1525
2018,5,16,1610
2019,5,16,1460
2020,5,16,1050
2021,5,16,999
2022,5,16,913
2015,6,16,1369
2016,6,16,1481
2017,6,16,1519
2018,6,16,1504
2019,6,16,1387
2020,6,16,1060
2021,6,16,1044
2022,6,16,892
2015,7,16,1356
2016,7,16,1480
2017,7,16,1602
2018,7,16,1677
2019,7,16,1386
2020,7,16,1181
2021,7,16,1052
2015,8,16,1340
2016,8,16,1424
2017,8,16,1685
2018,8,16,1607
2019,8,16,1467
2020,8,16,1139
2021,8,16,1121
2015,9,16,1457
2016,9,16,1414
2017,9,16,1510
2018,9,16,1444
2019,9,16,1470
2020,9,16,1076
2021,9,16,1169
2015,10,16,1237
2016,10,16,1482
2017,10,16,1664
2018,10,16,1639
2019,10,16,1568
2020,10,16,1202
2021,10,16,1143
2015,11,16,1428
2016,11,16,1513
2017,11,16,1623
2018,11,16,1551
2019,11,16,1410
2020,11,16,1109
2021,11,16,1093
2015,12,16,1496
2016,12,16,1461
2017,12,16,1558
2018,12,16,1492
2019,12,16,1375
2020,12,16,1138
2021,12,16,1114
2015,1,17,1615
2016,1,17,1594
2017,1,17,1523
2018,1,17,1377
2019,1,17,1386
2020,1,17,1410
2021,1,17,1039
2022,1,17,1225
2015,2,17,1776
2016,2,17,1654
2017,2,17,1505
2018,2,17,1363
2019,2,17,1193
2020,2,17,1349
2021,2,17,1146
2022,2,17,1201
2015,3,17,1881
2016,3,17,1736
2017,3,17,1557
2018,3,17,1368
2019,3,17,1435
2020,3,17,1477
2021,3,17,1336
