"ANIO","CVE_MES","CVE_ENT","INDICADOR"
2019,1,4,5
2020,1,4,10
2021,1,4,19
2022,1,4,15
2015,2,4,6
2016,2,4,7
2017,2,4,17
2018,2,4,3
2019,2,4,17
2020,2,4,8
2021,2,4,12
2022,2,4,15
2015,3,4,3
2016,3,4,8
2017,3,4,13
2018,3,4,10
2019,3,4,9
2020,3,4,11
2021,3,4,14
2022,3,4,17
2015,4,4,3
2016,4,4,3
2017,4,4,6
2018,4,4,13
2019,4,4,5
2020,4,4,7
2021,4,4,2
2022,4,4,15
2015,5,4,17
2016,5,4,6
2017,5,4,20
2018,5,4,9
2019,5,4,11
2020,5,4,4
2021,5,4,14
2022,5,4,20
2015,6,4,3
2016,6,4,4
2017,6,4,14
2018,6,4,6
2019,6,4,10
2020,6,4,6
2021,6,4,12
2022,6,4,21
2015,7,4,4
2016,7,4,5
2017,7,4,7
2018,7,4,6
2019,7,4,8
2020,7,4,4
2021,7,4,13
2015,8,4,3
2016,8,4,3
2017,8,4,11
2018,8,4,12
2019,8,4,11
2020,8,4,15
2021,8,4,19
2015,9,4,1
2016,9,4,5
2017,9,4,16
2018,9,4,5
2019,9,4,15
2020,9,4,18
2021,9,4,2
2015,10,4,7
2016,10,4,6
2017,10,4,17
2018,10,4,5
2019,10,4,8
2020,10,4,12
2021,10,4,13
2015,11,4,6
2016,11,4,6
2017,11,4,13
2018,11,4,14
2019,11,4,8
2020,11,4,10
2021,11,4,15
2015,12,4,3
2016,12,4,8
2017,12,4,11
2018,12,4,3
2019,12,4,9
2020,12,4,6
2021,12,4,10
2015,1,5,191
2016,1,5,255
2017,1,5,218
2018,1,5,503
2019,1,5,684
2020,1,5,1115
2021,1,5,999
2022,1,5,1107
2015,2,5,185
2016,2,5,239
2017,2,5,213
2018,2,5,384
2019,2,5,819
2020,2,5,938
2021,2,5,756
2022,2,5,942
2015,3,5,170
2016,3,5,228
2017,3,5,302
2018,3,5,534
2019,3,5,794
2020,3,5,882
2021,3,5,818
2022,3,5,1064
2015,4,5,241
2016,4,5,114
2017,4,5,210
2018,4,5,468
2019,4,5,599
2020,4,5,805
2021,4,5,868
2022,4,5,925
2015,5,5,155
2016,5,5,154
2017,5,5,211
2018,5,5,641
2019,5,5,720
2020,5,5,697
2021,5,5,737
2022,5,5,823
2015,6,5,196
2016,6,5,232
2017,6,5,308
2018,6,5,485
2019,6,5,635
2020,6,5,860
2021,6,5,740
2022,6,5,1013
2015,7,5,208
2016,7,5,211
2017,7,5,321
2018,7,5,461
2019,7,5,624
2020,7,5,870
2021,7,5,956
2015,8,5,201
2016,8,5,199
2017,8,5,365
2018,8,5,768
2019,8,5,786
2020,8,5,814
2021,8,5,812
2015,9,5,183
2016,9,5,211
2017,9,5,331
2018,9,5,557
2019,9,5,665
2020,9,5,711
2021,9,5,925
2015,10,5,242
2016,10,5,202
2017,10,5,298
2018,10,5,551
2019,10,5,886
2020,10,5,719
2021,10,5,779
2015,11,5,205
2016,11,5,170
2017,11,5,292
2018,11,5,650
2019,11,5,714
2020,11,5,801
2021,11,5,739
2015,12,5,154
2016,12,5,273
2017,12,5,187
2018,12,5,488
2019,12,5,684
2020,12,5,860
2021,12,5,595
2015,1,6,57
2016,1,6,39
2017,1,6,66
2018,1,6,73
2019,1,6,246
2020,1,6,157
2021,1,6,121
2022,1,6,215
2015,2,6,48
2016,2,6,29
2017,2,6,68
2018,2,6,76
2019,2,6,147
2020,2,6,123
2021,2,6,110
2022,2,6,155
2015,3,6,49
2016,3,6,56
2017,3,6,76
2018,3,6,67
2019,3,6,160
2020,3,6,146
2021,3,6,140
2022,3,6,164
2015,4,6,51
2016,4,6,0
2017,4,6,86
2018,4,6,81
2019,4,6,162
2020,4,6,60
2021,4,6,123
2022,4,6,171
2015,5,6,34
2016,5,6,95
2017,5,6,79
2018,5,6,65
2019,5,6,98
2020,5,6,104
2021,5,6,116
2022,5,6,146
2015,6,6,28
2016,6,6,0
2017,6,6,71
2018,6,6,85
2019,6,6,126
2020,6,6,75
2021,6,6,109
2022,6,6,152
2015,7,6,53
2016,7,6,55
2017,7,6,68
2018,7,6,93
2019,7,6,160
2020,7,6,87
2021,7,6,130
2015,8,6,39
2016,8,6,81
2017,8,6,101
2018,8,6,129
2019,8,6,142
2020,8,6,82
2021,8,6,107
2015,9,6,36
2016,9,6,45
2017,9,6,99
2018,9,6,113
2019,9,6,122
2020,9,6,67
2021,9,6,82
2015,10,6,23
2016,10,6,52
2017,10,6,94
2018,10,6,113
2019,10,6,131
2020,10,6,84
2021,10,6,65
2015,11,6,43
2016,11,6,46
2017,11,6,67
2018,11,6,121
2019,11,6,108
2020,11,6,113
2021,11,6,178
2015,12,6,32
2016,12,6,29
2017,12,6,64
2018,12,6,132
2019,12,6,97
2020,12,6,103
2021,12,6,139
2015,1,7,39
2016,1,7,34
2017,1,7,44
2018,1,7,57
2019,1,7,84
2020,1,7,109
2021,1,7,81
2022,1,7,235
2015,2,7,65
2016,2,7,36
2017,2,7,73
2018,2,7,67
2019,2,7,90
2020,2,7,84
2021,2,7,82
2022,2,7,265
2015,3,7,92
2016,3,7,28
2017,3,7,52
2018,3,7,56
2019,3,7,83
2020,3,7,91
2021,3,7,62
2022,3,7,406
2015,4,7,45
2016,4,7,22
2017,4,7,47
2018,4,7,59
2019,4,7,63
2020,4,7,51
2021,4,7,78
2022,4,7,420
2015,5,7,65
2016,5,7,23
2017,5,7,46
2018,5,7,81
2019,5,7,54
2020,5,7,59
2021,5,7,119
2022,5,7,207
2015,6,7,49
2016,6,7,26
2017,6,7,60
2018,6,7,75
2019,6,7,70
2020,6,7,59
2021,6,7,132
2022,6,7,72
2015,7,7,35
2016,7,7,29
2017,7,7,74
2018,7,7,71
2019,7,7,78
2020,7,7,144
2021,7,7,128
2015,8,7,78
2016,8,7,38
2017,8,7,80
2018,8,7,128
2019,8,7,65
2020,8,7,111
2021,8,7,139
2015,9,7,64
2016,9,7,44
2017,9,7,66
2018,9,7,107
2019,9,7,56
2020,9,7,111
2021,9,7,139
2015,10,7,64
2016,10,7,46
2017,10,7,61
2018,10,7,88
2019,10,7,75
2020,10,7,113
2021,10,7,235
2015,11,7,86
2016,11,7,60
2017,11,7,72
2018,11,7,75
2019,11,7,75
2020,11,7,90
2021,11,7,181
2015,12,7,42
2016,12,7,50
2017,12,7,50
2018,12,7,45
2019,12,7,59
2020,12,7,81
2021,12,7,111
2015,1,8,150
2016,1,8,427
2017,1,8,850
2018,1,8,787
2019,1,8,676
2020,1,8,550
2021,1,8,710
2022,1,8,331
2015,2,8,219
2016,2,8,390
2017,2,8,795
2018,2,8,1010
2019,2,8,653
2020,2,8,417
2021,2,8,636
2022,2,8,338
2015,3,8,256
2016,3,8,509
2017,3,8,753
2018,3,8,827
2019,3,8,549
2020,3,8,496
2021,3,8,674
2022,3,8,345
2015,4,8,247
2016,4,8,432
2017,4,8,780
2018,4,8,735
2019,4,8,532
2020,4,8,688
2021,4,8,485
2022,4,8,207
2015,5,8,266
2016,5,8,445
2017,5,8,589
2018,5,8,664
2019,5,8,774
2020,5,8,682
2021,5,8,452
2022,5,8,245
2015,6,8,200
2016,6,8,278
2017,6,8,642
2018,6,8,421
2019,6,8,661
2020,6,8,702
2021,6,8,307
2022,6,8,275
2015,7,8,262
2016,7,8,246
2017,7,8,712
2018,7,8,395
2019,7,8,757
2020,7,8,807
2021,7,8,323
2015,8,8,257
2016,8,8,231
2017,8,8,709
2018,8,8,520
2019,8,8,695
2020,8,8,771
2021,8,8,286
2015,9,8,258
2016,9,8,198
2017,9,8,514
2018,9,8,596
2019,9,8,684
2020,9,8,635
2021,9,8,284
2015,10,8,367
2016,10,8,414
2017,10,8,566
2018,10,8,560
2019,10,8,700
2020,10,8,720
2021,10,8,431
2015,11,8,246
2016,11,8,600
2017,11,8,527
2018,11,8,437
2019,11,8,410
2020,11,8,709
2021,11,8,289
2015,12,8,336
2016,12,8,621
2017,12,8,582
2018,12,8,580
2019,12,8,511
2020,12,8,818
2021,12,8,224
2015,1,9,114
2016,1,9,135
2017,1,9,157
2018,1,9,357
2019,1,9,474
2020,1,9,654
2021,1,9,313
2022,1,9,358
2015,2,9,112
2016,2,9,138
2017,2,9,153
2018,2,9,292
2019,2,9,428
2020,2,9,565
2021,2,9,357
2022,2,9,409
2015,3,9,121
2016,3,9,127
2017,3,9,164
2018,3,9,363
2019,3,9,420
2020,3,9,444
2021,3,9,430
2022,3,9,523
2015,4,9,119
2016,4,9,160
2017,4,9,149
2018,4,9,391
2019,4,9,320
2020,4,9,316
2021,4,9,449
2022,4,9,385
2015,5,9,148
2016,5,9,117
2017,5,9,169
2018,5,9,415
2019,5,9,403
2020,5,9,502
2021,5,9,438
2022,5,9,397
2015,6,9,103
2016,6,9,84
2017,6,9,193
2018,6,9,316
2019,6,9,531
2020,6,9,419
2021,6,9,541
2022,6,9,339
2015,7,9,121
2016,7,9,89
2017,7,9,204
2018,7,9,394
2019,7,9,686
2020,7,9,542
2021,7,9,533
2015,8,9,124
2016,8,9,98
2017,8,9,318
2018,8,9,514
2019,8,9,710
2020,8,9,577
2021,8,9,508
2015,9,9,137
2016,9,9,103
2017,9,9,258
2018,9,9,615
2019,9,9,597
2020,9,9,419
2021,9,9,395
2015,10,9,164
2016,10,9,115
2017,10,9,294
2018,10,9,1006
2019,10,9,553
2020,10,9,380
2021,10,9,399
2015,11,9,130
2016,11,9,128
2017,11,9,299
2018,11,9,901
2019,11,9,447
2020,11,9,341
2021,11,9,328
2015,12,9,129
2016,12,9,111
2017,12,9,267
2018,12,9,410
2019,12,9,528
2020,12,9,245
2021,12,9,232
2015,1,10,0
2016,1,10,46
2017,1,10,50
2018,1,10,108
2019,1,10,74
2020,1,10,53
2021,1,10,71
2022,1,10,56
2015,2,10,0
2016,2,10,61
2017,2,10,71
2018,2,10,100
2019,2,10,80
2020,2,10,74
2021,2,10,80
2022,2,10,86
2015,3,10,0
2016,3,10,51
2017,3,10,81
2018,3,10,109
2019,3,10,129
2020,3,10,100
2021,3,10,92
2022,3,10,64
2015,4,10,0
2016,4,10,44
2017,4,10,56
2018,4,10,98
2019,4,10,77
2020,4,10,38
2021,4,10,73
2022,4,10,67
2015,5,10,37
2016,5,10,42
2017,5,10,43
2018,5,10,94
2019,5,10,103
2020,5,10,52
2021,5,10,82
2022,5,10,67
2015,6,10,36
2016,6,10,50
2017,6,10,81
2018,6,10,90
2019,6,10,106
2020,6,10,60
2021,6,10,93
2022,6,10,88
2015,7,10,40
2016,7,10,63
2017,7,10,98
2018,7,10,83
2019,7,10,75
2020,7,10,67
2021,7,10,82
2015,8,10,36
2016,8,10,85
2017,8,10,76
2018,8,10,79
2019,8,10,62
2020,8,10,69
2021,8,10,79
2015,9,10,37
2016,9,10,49
2017,9,10,80
2018,9,10,93
2019,9,10,61
2020,9,10,57
2021,9,10,88
2015,10,10,46
2016,10,10,51
2017,10,10,70
2018,10,10,65
2019,10,10,42
2020,10,10,47
2021,10,10,83
2015,11,10,44
2016,11,10,33
2017,11,10,82
2018,11,10,103
2019,11,10,41
2020,11,10,52
2021,11,10,78
2015,12,10,38
2016,12,10,35
2017,12,10,0
2018,12,10,57
2019,12,10,43
2020,12,10,77
2021,12,10,54
2015,1,11,231
2016,1,11,406
2017,1,11,474
2018,1,11,732
2019,1,11,689
2020,1,11,1200
2021,1,11,1596
2022,1,11,2111
2015,2,11,235
2016,2,11,420
2017,2,11,532
2018,2,11,704
2019,2,11,656
2020,2,11,1160
2021,2,11,1657
2022,2,11,1820
2015,3,11,291
2016,3,11,368
2017,3,11,604
2018,3,11,839
2019,3,11,610
2020,3,11,1289
2021,3,11,2053
2022,3,11,1930
2015,4,11,252
2016,4,11,274
2017,4,11,528
2018,4,11,692
2019,4,11,674
2020,4,11,991
2021,4,11,2064
2022,4,11,1621
2015,5,11,235
2016,5,11,329
2017,5,11,516
2018,5,11,764
2019,5,11,667
2020,5,11,989
2021,5,11,2034
2022,5,11,1760
2015,6,11,245
2016,6,11,184
2017,6,11,522
2018,6,11,782
2019,6,11,707
2020,6,11,1140
2021,6,11,2179
2022,6,11,1772
2015,7,11,280
2016,7,11,233
2017,7,11,579
2018,7,11,619
2019,7,11,784
2020,7,11,1208
2021,7,11,1441
2015,8,11,200
2016,8,11,197
2017,8,11,594
2018,8,11,673
2019,8,11,901
2020,8,11,1356
2021,8,11,2483
2015,9,11,214
2016,9,11,239
2017,9,11,558
2018,9,11,681
2019,9,11,862
2020,9,11,1361
2021,9,11,2371
2015,10,11,246
2016,10,11,285
2017,10,11,537
2018,10,11,708
2019,10,11,903
2020,10,11,1283
2021,10,11,1719
2015,11,11,276
2016,11,11,334
2017,11,11,537
2018,11,11,726
2019,11,11,949
2020,11,11,1360
2021,11,11,2180
2015,12,11,355
2016,12,11,415
2017,12,11,586
2018,12,11,819
2019,12,11,1038
2020,12,11,1595
2021,12,11,2199
2015,1,12,60
2016,1,12,63
2017,1,12,21
2018,1,12,35
2019,1,12,51
2020,1,12,60
2021,1,12,88
2022,1,12,79
2015,2,12,12
2016,2,12,49
2017,2,12,21
2018,2,12,31
2019,2,12,31
2020,2,12,60
2021,2,12,94
2022,2,12,55
2015,3,12,24
2016,3,12,69
2017,3,12,40
2018,3,12,20
2019,3,12,42
2020,3,12,66
2021,3,12,89
2022,3,12,75
2015,4,12,41
2016,4,12,51
2017,4,12,45
2018,4,12,0
2019,4,12,43
2020,4,12,50
2021,4,12,68
2022,4,12,47
2015,5,12,0
2016,5,12,38
2017,5,12,18
2018,5,12,8
2019,5,12,61
2020,5,12,43
2021,5,12,87
2022,5,12,58
2015,6,12,32
2016,6,12,14
2017,6,12,14
2018,6,12,0
2019,6,12,56
2020,6,12,40
2021,6,12,83
2022,6,12,72
2015,7,12,36
2016,7,12,17
2017,7,12,44
2018,7,12,0
2019,7,12,51
2020,7,12,80
2021,7,12,93
2015,8,12,29
2016,8,12,13
2017,8,12,41
2018,8,12,0
2019,8,12,83
2020,8,12,74
2021,8,12,104
2015,9,12,34
2016,9,12,21
2017,9,12,41
2018,9,12,63
2019,9,12,52
2020,9,12,67
2021,9,12,92
2015,10,12,28
2016,10,12,26
2017,10,12,33
2018,10,12,61
2019,10,12,75
2020,10,12,92
2021,10,12,105
2015,11,12,24
2016,11,12,22
2017,11,12,37
2018,11,12,23
2019,11,12,46
2020,11,12,78
2021,11,12,107
2015,12,12,29
2016,12,12,33
2017,12,12,26
2018,12,12,40
2019,12,12,51
2020,12,12,56
2021,12,12,63
2015,1,13,15
2016,1,13,22
2017,1,13,21
2018,1,13,21
2019,1,13,38
2020,1,13,36
2021,1,13,26
2022,1,13,32
2015,2,13,25
2016,2,13,13
2017,2,13,16
2018,2,13,29
2019,2,13,29
2020,2,13,32
2021,2,13,21
2022,2,13,39
2015,3,13,2
2016,3,13,27
2017,3,13,23
2018,3,13,29
2019,3,13,30
2020,3,13,41
2021,3,13,36
2022,3,13,68
2015,4,13,4
2016,4,13,7
2017,4,13,18
2018,4,13,33
2019,4,13,39
2020,4,13,25
2021,4,13,12
2022,4,13,48
2015,5,13,16
2016,5,13,3
2017,5,13,26
2018,5,13,27
2019,5,13,38
2020,5,13,27
2021,5,13,31
2022,5,13,46
2015,6,13,5
2016,6,13,8
2017,6,13,18
2018,6,13,16
2019,6,13,44
2020,6,13,19
2021,6,13,421
2022,6,13,38
2015,7,13,4
2016,7,13,5
2017,7,13,30
2018,7,13,22
2019,7,13,39
2020,7,13,16
2021,7,13,62
2015,8,13,2
2016,8,13,0
2017,8,13,17
2018,8,13,35
2019,8,13,45
2020,8,13,38
2021,8,13,43
2015,9,13,12
2016,9,13,17
2017,9,13,28
2018,9,13,27
2019,9,13,32
2020,9,13,36
2021,9,13,27
2015,10,13,13
2016,10,13,43
2017,10,13,27
2018,10,13,13
2019,10,13,29
2020,10,13,43
2021,10,13,47
2015,11,13,0
2016,11,13,25
2017,11,13,18
2018,11,13,10
2019,11,13,38
2020,11,13,25
2021,11,13,33
2015,12,13,13
2016,12,13,17
2017,12,13,14
2018,12,13,8
2019,12,13,21
2020,12,13,25
2021,12,13,27
2015,1,14,482
2016,1,14,330
2017,1,14,181
2018,1,14,252
2019,1,14,193
2020,1,14,88
2021,1,14,98
2022,1,14,117
2015,2,14,431
2016,2,14,300
2017,2,14,168
2018,2,14,209
2019,2,14,184
2020,2,14,95
2021,2,14,87
2022,2,14,92
2015,3,14,512
2016,3,14,374
2017,3,14,149
2018,3,14,236
2019,3,14,180
2020,3,14,118
2021,3,14,90
2022,3,14,109
2015,4,14,551
2016,4,14,287
2017,4,14,155
2018,4,14,185
2019,4,14,152
2020,4,14,66
2021,4,14,110
2022,4,14,110
2015,5,14,434
2016,5,14,218
2017,5,14,131
2018,5,14,188
2019,5,14,175
2020,5,14,74
2021,5,14,79
2022,5,14,106
2015,6,14,636
2016,6,14,87
2017,6,14,116
2018,6,14,240
2019,6,14,129
2020,6,14,68
2021,6,14,78
2022,6,14,102
2015,7,14,451
2016,7,14,171
2017,7,14,139
2018,7,14,189
2019,7,14,135
2020,7,14,86
2021,7,14,78
2015,8,14,325
2016,8,14,111
2017,8,14,158
2018,8,14,192
2019,8,14,152
2020,8,14,78
2021,8,14,115
2015,9,14,232
2016,9,14,79
2017,9,14,131
2018,9,14,150
2019,9,14,147
2020,9,14,110
2021,9,14,99
2015,10,14,353
2016,10,14,80
2017,10,14,153
2018,10,14,219
2019,10,14,109
2020,10,14,110
2021,10,14,103
2015,11,14,223
2016,11,14,106
2017,11,14,181
2018,11,14,170
2019,11,14,88
2020,11,14,85
2021,11,14,113
2015,12,14,415
2016,12,14,102
2017,12,14,206
2018,12,14,157
2019,12,14,90
2020,12,14,89
2021,12,14,84
2015,1,15,38
2016,1,15,116
2017,1,15,85
2018,1,15,120
2019,1,15,223
2020,1,15,336
2021,1,15,278
2022,1,15,305
2015,2,15,55
2016,2,15,102
2017,2,15,77
2018,2,15,97
2019,2,15,265
2020,2,15,370
2021,2,15,301
2022,2,15,312
2015,3,15,66
2016,3,15,73
2017,3,15,73
2018,3,15,97
2019,3,15,331
2020,3,15,332
2021,3,15,339
2022,3,15,331
2015,4,15,92
2016,4,15,84
2017,4,15,68
2018,4,15,142
2019,4,15,245
2020,4,15,141
2021,4,15,305
2022,4,15,270
2015,5,15,111
2016,5,15,76
2017,5,15,78
2018,5,15,217
2019,5,15,308
2020,5,15,259
2021,5,15,328
2022,5,15,274
2015,6,15,97
2016,6,15,50
2017,6,15,83
2018,6,15,220
2019,6,15,339
2020,6,15,279
2021,6,15,322
2022,6,15,315
2015,7,15,99
2016,7,15,14
2017,7,15,102
2018,7,15,171
2019,7,15,391
2020,7,15,315
2021,7,15,278
2015,8,15,89
2016,8,15,16
2017,8,15,104
2018,8,15,215
2019,8,15,429
2020,8,15,368
2021,8,15,322
2015,9,15,71
2016,9,15,48
2017,9,15,90
2018,9,15,182
2019,9,15,338
2020,9,15,458
2021,9,15,282
2015,10,15,82
2016,10,15,62
2017,10,15,138
2018,10,15,173
2019,10,15,417
2020,10,15,448
2021,10,15,292
2015,11,15,87
2016,11,15,74
2017,11,15,105
2018,11,15,180
2019,11,15,389
2020,11,15,381
2021,11,15,273
2015,12,15,72
2016,12,15,51
2017,12,15,77
2018,12,15,150
2019,12,15,277
2020,12,15,254
2021,12,15,256
2015,1,16,152
2016,1,16,106
2017,1,16,176
2018,1,16,195
2019,1,16,217
2020,1,16,180
2021,1,16,210
2022,1,16,199
2015,2,16,142
2016,2,16,70
2017,2,16,183
2018,2,16,167
2019,2,16,218
2020,2,16,222
2021,2,16,184
2022,2,16,185
2015,3,16,124
2016,3,16,50
2017,3,16,138
2018,3,16,236
2019,3,16,232
2020,3,16,201
2021,3,16,247
2022,3,16,201
2015,4,16,107
2016,4,16,50
2017,4,16,141
2018,4,16,197
2019,4,16,243
2020,4,16,100
2021,4,16,232
2022,4,16,172
2015,5,16,78
2016,5,16,77
2017,5,16,158
2018,5,16,213
2019,5,16,205
2020,5,16,124
2021,5,16,214
2022,5,16,200
2015,6,16,38
2016,6,16,97
2017,6,16,155
2018,6,16,175
2019,6,16,178
2020,6,16,151
2021,6,16,174
2022,6,16,182
2015,7,16,63
2016,7,16,110
2017,7,16,167
2018,7,16,166
2019,7,16,173
2020,7,16,163
2021,7,16,197
2015,8,16,66
2016,8,16,119
2017,8,16,188
2018,8,16,204
2019,8,16,169
2020,8,16,177
2021,8,16,185
2015,9,16,93
2016,9,16,102
2017,9,16,196
2018,9,16,124
2019,9,16,164
2020,9,16,164
2021,9,16,224
2015,10,16,113
2016,10,16,97
2017,10,16,200
2018,10,16,214
2019,10,16,218
2020,10,16,193
2021,10,16,230
2015,11,16,96
2016,11,16,104
2017,11,16,161
2018,11,16,184
2019,11,16,157
2020,11,16,162
2021,11,16,215
2015,12,16,64
2016,12,16,119
2017,12,16,153
2018,12,16,165
2019,12,16,153
2020,12,16,173
2021,12,16,198
2015,1,17,58
2016,1,17,76
2017,1,17,61
2018,1,17,82
2019,1,17,51
2020,1,17,80
2021,1,17,81
2022,1,17,52
2015,2,17,41
2016,2,17,79
2017,2,17,55
2018,2,17,76
2019,2,17,53
2020,2,17,66
2021,2,17,70
2022,2,17,50
2015,3,17,55
2016,3,17,80
2017,3,17,54
2018,3,17,72
2019,3,17,69
2020,3,17,65
2021,3,17,83
2022,3,17,72
2015,4,17,30
2016,4,17,69
2017,4,17,61
2018,4,17,84
2019,4,17,81
2020,4,17,57
2021,4,17,46
2022,4,17,79
2015,5,17,36
2016,5,17,94
2017,5,17,50
2018,5,17,60
2019,5,17,95
2020,5,17,60
2021,5,17,71
2022,5,17,71
2015,6,17,61
2016,6,17,69
2017,6,17,65
2018,6,17,62
2019,6,17,93
2020,6,17,79
2021,6,17,60
2022,6,17,70
2015,7,17,72
2016,7,17,80
2017,7,17,61
2018,7,17,52
2019,7,17,87
2020,7,17,107
2021,7,17,70
2015,8,17,52
2016,8,17,75
2017,8,17,95
2018,8,17,70
2019,8,17,84
2020,8,17,83
2021,8,17,73
2015,9,17,95
2016,9,17,52
2017,9,17,69
2018,9,17,46
2019,9,17,96
2020,9,17,75
2021,9,17,62
2015,10,17,83
2016,10,17,54
2017,10,17,75
2018,10,17,44
2019,10,17,84
2020,10,17,74
2021,10,17,50
2015,11,17,78
2016,11,17,61
2017,11,17,77
2018,11,17,45
2019,11,17,54
2020,11,17,66
2021,11,17,49
2015,12,17,73
2016,12,17,54
2017,12,17,53
2018,12,17,41
2019,12,17,47
2020,12,17,72
2021,12,17,50
2015,1,18,44
2016,1,18,5
2017,1,18,45
2018,1,18,51
2019,1,18,39
2020,1,18,18
2021,1,18,6
2022,1,18,13
2015,2,18,46
2016,2,18,8
2017,2,18,27
2018,2,18,24
2019,2,18,20
2020,2,18,16
